diversity extinction origination
diversity NA 0.000115189594356302 0.000115189594356302
extinction 0.00468694885361542 NA 0.0466225749559084
origination 5.51146384486501e-06 0.99 NA
temperature 2.97619047620046e-05 2.97619047620046e-05 5.51146384486501e-06
carbon 0.00226346981203518 0.00753623173113931 0.00227863592201762
strontium 0.000357694003527254 0.000115189594356302 5.51146384486501e-06
sulfur 0.000946318342151642 0.000115189594356302 0.0466225749559084
