diversity extinction origination
diversity NA 0.410848230677837 0.460873231168004
extinction 0.364719425492774 NA 0.518530058903173
origination 0.527965597792276 0.485129494361734 NA
temperature 0.2645405317918 0.178202902950309 0.193272375339331
carbon 0.109935840196957 0.156242577017652 0.177618779505273
strontium 0.153993235208163 0.207093096328103 0.137561634982554
sulfur 0.15618928597813 0.180196634663822 0.0813900222313058
