diversity extinction origination
diversity NA 0.482426316904461 0.298435988790288
extinction 0.769806075957278 NA 0.174958038701674
origination 0.229002411382821 0.142009064741293 NA
temperature 0.161461865345751 0.373592703430804 0.364763882769714
carbon -0.0440087080839324 0.190573232821992 -0.00845434318810773
strontium 0.217272653459242 0.0934040034881679 0.406753737873181
sulfur 0.18388954028428 0.176764553543355 0.141582686954157
