diversity extinction origination
diversity NA 0.245896448491967 0.250427752715581
extinction 0.403693114376159 NA 0.373246103750688
origination 0.574109704614138 0.134371168619986 NA
temperature 0.469350202212664 -0.0495196763734095 0.163665058745221
carbon 0.375690804955383 0.366944303227801 0.3430987074731
strontium 0.175850259078908 0.0546771853402482 0.284219222616767
sulfur 0.460895998328175 0.250463773606992 0.355008783086883
