diversity extinction origination
diversity NA 0.861800595238095 0.727489528218695
extinction 2.97619047620046e-05 NA 2.97619047620046e-05
origination 5.51146384486501e-06 0.000946318342151642 NA
temperature 5.51146384530909e-07 0.99 2.97619047620046e-05
carbon 0.0166661155202821 0.000115189594356302 0.99
strontium 0.00122542407067071 0.99 0.000115189594356302
sulfur 0.000357694003527254 1 5.51146384530909e-07
