diversity extinction origination
diversity NA 0.018981018981019 0.00899100899100899
extinction 0.00799200799200799 NA 0.0939060939060939
origination 0.00899100899100899 0.0849150849150849 NA
temperature 0.001998001998002 0.302697302697303 0.0609390609390609
carbon 0.004995004995005 0.033966033966034 0.511488511488511
strontium 0.280719280719281 0.224775224775225 0.0529470529470529
sulfur 0.023976023976024 0.267732267732268 0.000999000999000999
