"stage","diversity","extinction","origination","temperature","carbon","strontium","sulfur"
511,NA,-0.0202592360605636,1.18223982824897,NA,NA,NA,NA
512,-0.266458815828276,0.351457253455109,-0.969454145486348,NA,-0.727706647328021,NA,NA
513,0.625894771013635,0.781505188419031,1.36041280138745,1.06459339298091,0.0608108679636617,-1.00318834255798e-17,-2.40523334947694
514,0.530173353411369,1.09578821989894,0.90763185544157,0.48687155819217,1.17265834934646,-0.123858335184783,-1.58059524813416
515,0.675928236052951,-1.97816277177495,0.366875556350689,-0.48687155819217,1.97816277177495,-0.165473818585885,0.71525007718777
516,0.781505188419031,1.02487708566105,0.638823532761614,-0.801755950350381,1.58865874721284,-0.249645536638414,1.34264725875517
517,-0.781505188419031,1.97816277177495,1.03520590220721,1.22836515908262,0.625894771013635,-0.379510068708257,1.08561584672197
518,-1.45994432440283,-1.02487708566105,-0.324556695642918,0.439489133436194,-1.97816277177495,-0.469630554745083,1.2477422274426
519,-0.577375299896391,-0.727706647328021,-2.41688960102704,-1.95712718528802,-2.4111138593413,-0.424141385907618,0.76943400848552
520,-0.142281569322248,1.25712831806254,0.241546826399676,-1.1426645555429,-0.837656642248745,-0.335619343302981,0.563725248802575
521,-1.25712831806254,-0.781505188419031,-1.10574650102201,-0.744419045245829,-1.17265834934646,-0.563725248802575,1.58059524813416
522,0.351457253455109,0.394884605725462,0.160164685588516,-2.39314300982273,0.0202592360605636,-0.612650013491659,2.40523334947694
523,-1.02487708566105,-1.17265834934646,-1.75806797076668,-1.56397623882912,0.781505188419031,-0.0411928433087828,1.97128434861449
524,0.958758261515463,0.101462360431066,0.324556695642918,-0.992499115401474,1.25712831806254,0.469630554745083,1.45140808970521
525,0.308680336286202,0.183338314352327,-0.366875556350689,-0.636425723989329,0.727706647328021,0.885259101199494,0.825966815223235
526,1.09578821989894,0.837656642248745,1.26632302643233,-0.214527640271274,-0.0608108679636617,1.16287415285551,-1.08561584672197
527,0.0202592360605636,-0.958758261515463,-3.7195560376438e-17,-0.689421311326221,-0.439066786747046,1.08561584672197,-1.45140808970521
528,1.17265834934646,-0.183338314352327,1.10574650102201,-1.22836515908262,-0.484119688808082,0.292363363998793,-0.516108918135448
529,0.266458815828276,1.45994432440283,-0.739875445781458,-0.925206136873379,-0.224705248311151,-0.71525007718777,-0.71525007718777
530,-1.75068063633743,-1.45994432440283,-1.18223982824897,-0.53536847140016,0.224705248311152,-0.885259101199494,-0.885259101199494
531,-0.183338314352327,-0.896570152666823,-1.36041280138745,-0.258312392502284,0.308680336286202,-1.2477422274426,-1.01432266588437
532,1.45994432440283,0.958758261515463,0.688473996380561,-0.085263000601368,-0.183338314352327,-1.58059524813416,-1.16287415285551
533,-1.17265834934646,0.224705248311152,0.849084750096197,0.171148728264387,-0.394884605725462,-1.16287415285551,-1.2477422274426
534,-0.625894771013635,0.625894771013635,-0.200690237813678,0.085263000601368,1.02487708566105,0.825966815223235,-0.612650013491659
535,-0.439066786747046,0.484119688808082,0.119899497024341,-1.72764075212126,0.577375299896391,1.58059524813416,-0.379510068708257
536,-0.484119688808082,1.17265834934646,-0.282809090968902,-1.06459339298091,-1.35162000975478,0.947825045717185,0.0824554303319138
537,0.224705248311152,-0.308680336286202,0.590694260733853,-0.302596014684885,0.675928236052951,0.379510068708257,-0.292363363998793
538,1.02487708566105,-0.625894771013635,0.543890850731373,0.393069608179491,1.75068063633743,-0.207376737194816,-0.335619343302981
539,-0.101462360431066,-0.484119688808082,-0.688473996380561,0.861845759728625,-1.02487708566105,0.165473818585885,-0.663080896167741
540,0.439066786747046,0.727706647328021,-0.160164685588516,1.32413340663235,-0.308680336286202,1.74315057123515,-0.563725248802575
541,0.142281569322248,2.4111138593413,1.46831228928417,1.56397623882912,2.4111138593413,2.40523334947694,-0.207376737194816
542,-2.4111138593413,-0.224705248311151,-0.241546826399677,0.214527640271274,-1.45994432440283,0.123858335184783,0.0411928433087827
543,-1.09578821989894,-1.25712831806254,-1.5965662146888,0.992499115401474,-0.530173353411369,-1.45140808970521,-0.123858335184783
544,1.25712831806254,-1.75068063633743,-0.0398818712068055,1.95712718528802,-0.781505188419031,-1.08561584672197,0.663080896167741
545,1.97816277177495,0.675928236052951,1.984914012047,2.39314300982273,-1.09578821989894,0.0824554303319138,1.16287415285551
546,-0.224705248311151,0.896570152666823,0.409859291066884,1.72764075212126,-0.101462360431066,0.516108918135448,0.885259101199494
547,-1.35162000975478,-0.837656642248745,-1.984914012047,1.43380459739021,0.439066786747046,-0.0824554303319136,0.469630554745083
548,2.4111138593413,0.0608108679636617,2.41688960102704,0.801755950350381,0.530173353411369,-0.516108918135448,0.292363363998793
549,0.896570152666823,-0.0608108679636617,0.498245202789637,-0.0425929500671726,0.266458815828276,0.249645536638414,0.123858335184783
550,-0.530173353411369,-0.675928236052951,-0.849084750096197,-0.439489133436194,-0.351457253455109,1.01432266588437,0.516108918135448
551,-0.675928236052951,-0.577375299896391,-1.26632302643233,0.925206136873379,1.45994432440283,0.76943400848552,-0.424141385907618
552,0.101462360431066,0.308680336286202,-0.793301862285728,-0.128088233850586,0.896570152666823,0.0411928433087827,-0.165473818585885
