"stg","mean"
1,-0.31148814472199
2,-0.497380307806644
3,-0.681216313056548
4,-0.861932184908619
5,-1.03846394779977
6,-1.20974762616693
7,-1.374719244447
8,-1.53231482707691
9,-1.68147039849357
10,-1.82112198313391
11,-1.95020560543483
12,-2.06765728983325
13,-2.17241306076609
14,-2.26340894267028
15,-2.33958095998272
16,-2.39986513714034
17,-2.44319749858004
18,-2.46851406873876
19,-2.47475087205339
20,-2.45881429944234
21,-2.40782258147945
22,-2.32395783592083
23,-2.21238131207641
24,-2.07825425925609
25,-1.92673792676982
26,-1.76299356392751
27,-1.59218242003908
28,-1.41946574441446
29,-1.25000478636358
30,-1.08896079519635
31,-0.941495020222693
32,-0.812768710752541
33,-0.738923731004903
34,-0.758453269095906
35,-0.822229290704009
36,-0.878810120243209
37,-0.876499495534628
38,-0.777812980731453
39,-0.610459182504762
40,-0.416157247369047
41,-0.236626321838795
42,-0.101562029275283
43,-0.00269310000901835
44,0.0653534446103718
45,0.107510124143352
46,0.128709458150386
47,0.133883966191939
48,0.127966167828474
49,0.115888582620456
50,0.102583730128348
51,0.0959340838013956
52,0.114262160139408
53,0.154436687364217
54,0.209897581320726
55,0.308662746325978
56,0.612882421163008
57,1.05152728997349
58,1.51468364754976
59,1.89243778868416
60,2.07487600816905
61,1.92511413529274
62,1.58031490485647
63,1.06830498307596
64,0.628406657040311
65,0.106259672151544
66,-0.464139563731779
67,-0.883989576886481
68,-0.960491364342591
69,-0.710355548865649
70,-0.381674196670074
71,-0.205715285456911
72,-0.0804763450314178
73,0.0759727779447998
74,0.296340366038848
75,0.668478443073912
76,1.13300947966633
77,1.49077212566873
78,1.84822555891768
79,1.9585923102706
80,1.89363932708877
81,1.7068805655448
82,1.43596493064865
83,1.11854132741028
84,0.792258660839644
85,0.494765835946691
86,0.247351612512479
87,0.040721649409166
88,-0.133349799716643
89,-0.283088481218344
90,-0.418701843215033
91,-0.554101946247162
92,-0.685965294297931
93,-0.808751210065234
94,-0.916919016246968
95,-1.06295185334467
96,-1.22432927407747
97,-1.29404434042978
98,-1.32494117233253
99,-1.27505032055179
100,-1.11898789974096
101,-0.885887058072708
102,-0.61410562373548
103,-0.342001424917708
104,-0.107932289807826
105,0.05184115440136
106,0.155800164522346
107,0.254438157379389
108,0.392614051304019
109,0.515115130276676
110,0.645791211443349
111,0.687298887790784
112,0.662570702152482
113,0.595831352361277
114,0.507930894698241
115,0.419719385444445
116,0.35204688088096
117,0.324887790565723
118,0.339440208830263
119,0.387665260524968
120,0.463089334775117
121,0.560564063138506
122,0.72937070018129
123,0.899136348654481
124,0.889192802322608
125,0.80970335258549
126,0.775749828081397
127,1.42497055759401
128,2.06942143322155
129,2.67617826467501
130,2.98048733635622
131,2.52656751409206
132,1.29591453739549
133,1.12061651807343
134,1.75949245014845
135,1.99580903958321
136,2.02516716826588
137,1.84148660571696
138,1.83888928382477
139,1.6444218051439
140,1.99965755249754
141,2.71514304848918
142,3.02397987837163
143,3.11526046092369
144,2.92593320259093
145,2.51717679246547
146,2.14448444324639
147,1.80772066635275
148,0.758761615934066
149,1.33613960402533
150,3.32672421018026
151,3.88003690714462
152,3.50698883451854
153,3.15451413147274
154,2.82172319916457
155,2.45980762028345
156,2.20709041226927
157,2.03550830023166
158,1.91892534129851
159,1.84592964612143
160,1.80510932535203
161,1.78505248964192
162,1.77434724964272
163,1.76158171600603
164,1.73534399938348
165,1.69310803017411
166,1.65542295686503
167,1.62365289901403
168,1.59754715310708
169,1.57685501563015
170,1.5613257830692
171,1.5507087519102
172,1.5447532186391
173,1.54320847974187
174,1.54582383170447
175,1.55234857101287
176,1.56253199415302
177,1.5761233976109
178,1.59287207787247
179,1.61252733142368
180,1.63501531637257
181,1.67156064345219
182,1.7242613163346
183,1.78648980351325
184,1.85161857348157
185,1.91302009473299
186,1.96406683576096
187,2.00574023745431
188,2.06151877731254
189,2.1053590583949
190,2.13684331798408
191,2.16576710535055
192,2.19085663379571
193,2.21083811662097
194,2.2244377671277
195,2.23038179861733
196,2.22228820822424
197,2.19353261702969
198,2.14883431719301
199,2.09309483770358
200,2.03121570755076
201,1.96809845572392
202,1.90864461121242
203,1.85775570300563
204,1.82033326009292
205,1.80127711388051
206,1.79982582263916
207,1.81073730051618
208,1.83168902968815
209,1.86035849233164
210,1.89442317062324
211,1.93156054673952
212,1.9965440647802
213,2.09464738808774
214,2.15925122469968
215,2.21517925762487
216,2.25181881074683
217,2.2843278459973
218,2.3189942436563
219,2.35257111599324
220,2.38181157527751
221,2.4034687337785
222,2.41429570376561
223,2.41104559750824
224,2.39038778950907
225,2.35033947989994
226,2.29349767344834
227,2.22306415775193
228,2.14224072040838
229,2.05422914901534
230,1.96223123117047
231,1.86944817554806
232,1.77716979063717
233,1.68523186445319
234,1.59448361151051
235,1.5057742463235
236,1.41995298340654
237,1.33786903727399
238,1.26037162244024
239,1.18830995341966
240,1.12253324472663
241,1.06389071087552
242,1.0132315663807
243,0.971405025756561
244,0.939260303517463
245,0.917646614177787
246,0.907413172251908
247,0.909409192254201
248,0.924483888699041
249,0.953486476100803
250,0.999733910345181
251,1.07290020983507
252,1.15781174591911
253,1.23550586646293
254,1.30087297783612
255,1.36706309133395
256,1.43508255006453
257,1.50579972342492
258,1.58008298081216
259,1.6588006916233
260,1.74282122525538
261,1.83301295110546
262,1.93021996752347
263,2.03376893527164
264,2.14214600872699
265,2.25418194878634
266,2.36872310767312
267,2.4861690609906
268,2.60726136306356
269,2.73206201314897
270,2.8606330105038
271,2.99303635438503
272,3.12933404404963
273,3.26958807875456
274,3.44165376189649
275,3.7406320647676
276,4.16646675874588
277,4.71011088661149
278,5.36251749114457
279,6.11463961512527
280,6.95743030133375
281,7.88184259255014
282,8.87882953155461
283,9.9393441611273
284,11.0543395240484
285,12.2147686630979
286,13.4115846210562
287,14.6357404407033
288,15.8781891648193
289,17.1298838361845
290,18.3817774975789
291,19.6248231917827
292,20.8499739615762
293,22.0481828497393
294,23.2104028990523
295,24.3275871522953
296,25.3906886522485
297,26.390660441692
298,27.318455563406
299,28.1650270601705
300,28.9213279747659
301,29.5783113499721
302,30.1269302285695
303,30.558137653338
304,30.8628866670579
305,31.0321303125093
306,31.0568216324724
307,30.9279136697273
308,30.6363594670541
309,30.1731120672331
310,29.5291245130443
311,28.6953498472679
312,27.6627411126841
313,26.422251352073
314,24.9648336082148
315,23.2814409238896
316,21.3630263418775
317,19.2005429049587
318,16.7849436559134
319,14.1071816375217
320,11.1582098925638
321,7.92898146381975
322,4.41044939406977
323,1.39481234565156
324,2.49871700352864
325,1.43701931511725
326,-1.22009170523234
327,0.981524927219987
328,4.04762040829249
329,2.62354451194937
330,1.89381309534885
331,1.63596538899174
332,1.7612094376396
333,2.08056222504604
334,2.38928011397231
335,2.70386494348466
336,2.9718153319945
337,3.03096699602867
338,2.94564470133434
339,2.58926427275513
340,2.39187101777038
341,2.50170013316956
342,2.80431153442532
343,2.82957546604624
344,1.99429070330769
345,2.6811500288129
346,2.77149114513568
347,3.07113916344459
348,2.62158928770447
349,2.37436361144178
350,2.04132335821256
351,2.20507104998234
352,2.36199235833159
353,2.34236544449683
354,2.17962553727379
355,1.95449738331647
356,1.73439103256944
357,1.55791876364862
358,1.4069381945172
359,1.29049332579507
360,1.23562546879225
361,1.26923630672913
362,1.3208628216535
363,1.36069995846375
364,1.37468292421554
365,1.38855198011074
366,1.31985430488554
367,1.18269611000036
368,1.55439916036064
369,2.77416758522316
370,2.62890447374391
371,2.59001602697393
372,2.35598058977169
373,1.98384243192717
374,0.645343369501586
375,1.036062885793
376,1.02745141834895
377,0.960947976316056
378,0.963528280249612
379,0.98080944283218
380,0.987795081265776
381,0.928357112071233
382,0.869258315265709
383,0.940665435347801
384,1.17084735171765
385,1.53062718300159
386,2.01281830558668
387,2.48746913071499
388,3.00666331715971
389,3.00902763460424
390,1.92852702001727
391,0.80845243074878
392,0.165188667796402
393,0.642126991597586
394,1.48919860923282
395,2.07170995509406
396,2.17494730533115
397,2.08317937608659
398,1.88463445310746
399,1.62822771068623
400,1.41075079606111
401,1.12949178264527
402,0.775680508554226
403,0.437892371755553
404,0.204702770216836
405,0.149365467373424
406,0.234264421490693
407,0.420814072151202
408,0.677304982013871
409,0.972027713737621
410,1.32067039024877
411,1.70861991999681
412,2.06144416548457
413,2.4871751505834
414,2.88365121741693
415,3.05824536372679
416,3.1102565579676
417,3.07513736630693
418,2.98142171557023
419,2.85764353258295
420,2.6900810693356
421,2.45534640832765
422,2.21364415933359
423,2.02470365985596
424,1.8500125038305
425,1.67645926079259
426,1.54290697513353
427,1.47542736287246
428,1.45031970242295
429,1.43253530553597
430,1.3877073491028
431,1.31789554615868
432,1.26902027901848
433,1.217707228875
434,1.21465117229851
435,1.23586991733356
436,1.33119966250567
437,1.57572826004981
438,1.69347169334757
439,1.52460853997716
440,1.28799017076433
441,1.05733714016723
442,1.10491403692256
443,1.24029797967964
444,1.43879468062045
445,1.63198165217566
446,1.83437242277148
447,2.04611269015584
448,2.23527783366156
449,2.63391463952553
450,3.19073808986313
451,3.51297493109575
452,3.36039792546657
453,3.0313655328202
454,2.43630398812774
455,2.11908499234523
456,2.03762330727339
457,2.17914421681575
458,2.37900568926462
459,2.47194622177077
460,2.54380100718898
461,2.5334841332083
462,2.35432032077764
463,2.09859418715768
464,1.91028633304796
465,1.83577980555786
466,1.82513507584501
467,1.87896773624808
468,1.88602737452124
469,1.86285738836501
470,1.83032148086504
471,1.8011947047525
472,1.79650752241843
473,1.827982672558
474,1.87434189608016
475,1.86829164630187
476,1.82663746789484
477,1.93364060188309
478,2.1639994131365
479,2.35059987349018
480,3.53523098848872
481,4.15705056278647
482,2.82603166065061
483,2.24801813760804
484,2.07519129446727
485,2.12238641633054
486,2.22098702731203
487,2.31079566109138
488,2.4242550351418
489,2.48473858958806
490,2.50132857571331
491,2.50605024841804
492,2.49923514972406
493,2.48136015618446
494,2.44776275241542
495,2.40010199837226
496,2.34003695401029
497,2.26512040126858
498,2.16061650718719
499,2.03700680888004
500,1.9082380482838
501,1.78825696733515
502,1.68437201596543
503,1.57835559885778
504,1.49309618440703
505,1.45796587436245
506,1.5122754459923
507,1.60137890840533
508,1.70068006375214
509,1.68309891721456
510,1.58058134508222
511,1.39960435787117
512,1.25537548749317
513,1.26956373514066
514,1.59205471525534
515,1.96305402788314
516,2.32687473000453
517,2.51290317109659
518,1.64164992551708
519,0.662727113518465
520,0.496893203155328
521,0.168254993902112
522,0.174218055042658
523,0.376979679048585
524,0.705078604104199
525,0.903179951085794
526,0.890995509575446
527,0.797667452392464
528,0.693791702763894
529,0.629604158428759
530,0.670074848015093
531,0.751771742173261
532,0.7041033490042
533,0.611855907947442
534,0.877311256814293
535,1.04235682022061
536,0.690498920098995
537,0.877102160833208
538,1.24578826063721
539,0.996747989681415
540,0.917171252367963
541,1.44563984062796
542,0.987191744187346
543,0.86543214502517
544,0.711994265555849
545,0.422005825203453
546,0.388202125947759
547,0.508374184084066
548,0.651064218259304
549,0.704243428542669
550,0.620359106768747
551,0.965897211060611
552,1.2055224476547
553,0.733852912650454
554,0.749773347453943
555,0.83787138620214
556,0.759415480157121
557,1.0229504475654
558,1.33289950398384
559,1.4265490056416
560,1.41883741815705
561,1.38344820408001
562,1.0540928933486
563,1.07579797228592
564,0.899478625167967
565,1.12691259405417
566,0.925207109453632
567,0.783351223463691
568,0.815804126476945
569,0.680704767543334
570,0.554843523331255
571,0.683943470889102
572,0.0674238181919442
573,0.408450373651254
574,0.862435832527722
