name;age;Min;Mean;Max;dR/dt;Mean-min;Max - mean;
Paleocene / Thanetian;58.15;0.707779;0.707789;0.707798;-8;0.000009;0.000009;
Paleocene / Thanetian;58.20;0.707780;0.707789;0.707799;-8;0.000009;0.000009;
Paleocene / Thanetian;58.25;0.707780;0.707790;0.707799;-8;0.000009;0.000009;
Paleocene / Thanetian;58.30;0.707781;0.707790;0.707799;-8;0.000009;0.000009;
Paleocene / Thanetian;58.35;0.707781;0.707790;0.707800;-8;0.000009;0.000009;
Paleocene / Thanetian;58.40;0.707781;0.707791;0.707800;-7;0.000009;0.000009;
Paleocene / Thanetian;58.45;0.707782;0.707791;0.707800;-7;0.000009;0.000009;
Paleocene / Thanetian;58.50;0.707782;0.707792;0.707801;-7;0.000009;0.000009;
Paleocene / Thanetian;58.55;0.707783;0.707792;0.707801;-7;0.000009;0.000009;
Paleocene / Thanetian;58.60;0.707783;0.707792;0.707802;-7;0.000009;0.000009;
Paleocene / Thanetian;58.65;0.707783;0.707793;0.707802;-7;0.000009;0.000009;
Paleocene / Thanetian;58.70;0.707784;0.707793;0.707802;-7;0.000009;0.000009;
Paleocene / Thanetian;58.75;0.707784;0.707793;0.707803;-7;0.000009;0.000009;
Paleocene / Thanetian;58.80;0.707785;0.707794;0.707803;-7;0.000009;0.000009;
Paleocene / Thanetian;58.85;0.707785;0.707794;0.707803;-7;0.000009;0.000009;
Paleocene / Thanetian;58.90;0.707785;0.707794;0.707804;-7;0.000009;0.000009;
Paleocene / Thanetian;58.95;0.707786;0.707795;0.707804;-7;0.000009;0.000009;
Paleocene / Thanetian;59.00;0.707786;0.707795;0.707804;-7;0.000009;0.000009;
Paleocene / Thanetian;59.05;0.707786;0.707796;0.707805;-7;0.000009;0.000009;
Paleocene / Thanetian;59.10;0.707787;0.707796;0.707805;-7;0.000009;0.000009;
Paleocene / Thanetian;59.15;0.707787;0.707796;0.707805;-7;0.000009;0.000009;
Paleocene / Thanetian;59.20;0.707788;0.707797;0.707806;-7;0.000009;0.000009;
Paleocene / Selandian;59.25;0.707788;0.707797;0.707806;-7;0.000009;0.000009;
Paleocene / Selandian;59.30;0.707788;0.707797;0.707806;-7;0.000009;0.000009;
Paleocene / Selandian;59.35;0.707789;0.707798;0.707807;-7;0.000009;0.000009;
Paleocene / Selandian;59.40;0.707789;0.707798;0.707807;-7;0.000009;0.000009;
Paleocene / Selandian;59.45;0.707789;0.707798;0.707807;-7;0.000009;0.000009;
Paleocene / Selandian;59.50;0.707790;0.707799;0.707808;-6;0.000009;0.000009;
Paleocene / Selandian;59.55;0.707790;0.707799;0.707808;-7;0.000009;0.000009;
Paleocene / Selandian;59.60;0.707790;0.707799;0.707808;-7;0.000009;0.000009;
Paleocene / Selandian;59.65;0.707791;0.707800;0.707809;-6;0.000009;0.000009;
Paleocene / Selandian;59.70;0.707791;0.707800;0.707809;-6;0.000009;0.000009;
Paleocene / Selandian;59.75;0.707791;0.707800;0.707809;-6;0.000009;0.000009;
Paleocene / Selandian;59.80;0.707792;0.707801;0.707810;-6;0.000009;0.000009;
Paleocene / Selandian;59.85;0.707792;0.707801;0.707810;-6;0.000009;0.000009;
Paleocene / Selandian;59.90;0.707792;0.707801;0.707810;-6;0.000009;0.000009;
Paleocene / Selandian;59.95;0.707792;0.707801;0.707811;-6;0.000009;0.000009;
Paleocene / Selandian;60.00;0.707793;0.707802;0.707811;-6;0.000009;0.000009;
Paleocene / Selandian;60.05;0.707793;0.707802;0.707811;-6;0.000009;0.000009;
Paleocene / Selandian;60.10;0.707793;0.707802;0.707811;-6;0.000009;0.000009;
Paleocene / Selandian;60.15;0.707794;0.707803;0.707812;-6;0.000009;0.000009;
Paleocene / Selandian;60.20;0.707794;0.707803;0.707812;-6;0.000009;0.000009;
Paleocene / Selandian;60.25;0.707794;0.707803;0.707812;-6;0.000009;0.000009;
Paleocene / Selandian;60.30;0.707794;0.707804;0.707813;-6;0.000009;0.000009;
Paleocene / Selandian;60.35;0.707795;0.707804;0.707813;-6;0.000009;0.000009;
Paleocene / Selandian;60.40;0.707795;0.707804;0.707813;-6;0.000009;0.000009;
Paleocene / Selandian;60.45;0.707795;0.707804;0.707814;-6;0.000009;0.000009;
Paleocene / Selandian;60.50;0.707795;0.707805;0.707814;-6;0.000009;0.000009;
Paleocene / Selandian;60.55;0.707796;0.707805;0.707814;-6;0.000009;0.000009;
Paleocene / Selandian;60.60;0.707796;0.707805;0.707815;-5;0.000009;0.000009;
Paleocene / Selandian;60.65;0.707796;0.707806;0.707815;-5;0.000009;0.000009;
Paleocene / Selandian;60.70;0.707797;0.707806;0.707815;-5;0.000009;0.000009;
Paleocene / Selandian;60.75;0.707797;0.707806;0.707815;-6;0.000009;0.000009;
Paleocene / Selandian;60.80;0.707797;0.707806;0.707816;-5;0.000009;0.000009;
Paleocene / Selandian;60.85;0.707797;0.707807;0.707816;-5;0.000009;0.000009;
Paleocene / Selandian;60.90;0.707798;0.707807;0.707816;-5;0.000009;0.000009;
Paleocene / Selandian;60.95;0.707798;0.707807;0.707816;-5;0.000009;0.000009;
Paleocene / Selandian;61.00;0.707798;0.707807;0.707816;-5;0.000009;0.000009;
Paleocene / Selandian;61.05;0.707799;0.707808;0.707817;-5;0.000009;0.000009;
Paleocene / Selandian;61.10;0.707799;0.707808;0.707817;-5;0.000009;0.000009;
Paleocene / Selandian;61.15;0.707799;0.707808;0.707817;-5;0.000009;0.000009;
Paleocene / Selandian;61.20;0.707799;0.707808;0.707817;-5;0.000009;0.000009;
Paleocene / Selandian;61.25;0.707800;0.707809;0.707818;-5;0.000009;0.000009;
Paleocene / Selandian;61.30;0.707800;0.707809;0.707818;-5;0.000009;0.000009;
Paleocene / Selandian;61.35;0.707800;0.707809;0.707818;-5;0.000009;0.000009;
Paleocene / Selandian;61.40;0.707800;0.707809;0.707818;-5;0.000009;0.000009;
Paleocene / Selandian;61.45;0.707801;0.707810;0.707818;-4;0.000009;0.000009;
Paleocene / Selandian;61.50;0.707801;0.707810;0.707819;-4;0.000009;0.000009;
Paleocene / Selandian;61.55;0.707801;0.707810;0.707819;-5;0.000009;0.000009;
Paleocene / Selandian;61.60;0.707801;0.707810;0.707819;-5;0.000009;0.000009;
Paleocene / Danian;61.65;0.707802;0.707810;0.707819;-5;0.000009;0.000009;
Paleocene / Danian;61.70;0.707802;0.707811;0.707819;-5;0.000009;0.000009;
Paleocene / Danian;61.75;0.707802;0.707811;0.707820;-4;0.000009;0.000009;
Paleocene / Danian;61.80;0.707802;0.707811;0.707820;-4;0.000009;0.000009;
Paleocene / Danian;61.85;0.707803;0.707811;0.707820;-4;0.000009;0.000009;
Paleocene / Danian;61.90;0.707803;0.707812;0.707820;-4;0.000009;0.000009;
Paleocene / Danian;61.95;0.707803;0.707812;0.707820;-4;0.000009;0.000009;
Paleocene / Danian;62.00;0.707803;0.707812;0.707820;-4;0.000009;0.000008;
Paleocene / Danian;62.05;0.707804;0.707812;0.707821;-4;0.000009;0.000008;
Paleocene / Danian;62.10;0.707804;0.707812;0.707821;-4;0.000008;0.000009;
Paleocene / Danian;62.15;0.707804;0.707813;0.707821;-4;0.000008;0.000008;
Paleocene / Danian;62.20;0.707804;0.707813;0.707821;-4;0.000008;0.000008;
Paleocene / Danian;62.25;0.707805;0.707813;0.707821;-4;0.000008;0.000008;
Paleocene / Danian;62.30;0.707805;0.707813;0.707821;-4;0.000008;0.000008;
Paleocene / Danian;62.35;0.707805;0.707813;0.707822;-4;0.000008;0.000008;
Paleocene / Danian;62.40;0.707805;0.707814;0.707822;-4;0.000008;0.000008;
Paleocene / Danian;62.45;0.707806;0.707814;0.707822;-4;0.000008;0.000008;
Paleocene / Danian;62.50;0.707806;0.707814;0.707822;-4;0.000008;0.000008;
Paleocene / Danian;62.55;0.707806;0.707814;0.707822;-4;0.000008;0.000008;
Paleocene / Danian;62.60;0.707806;0.707814;0.707822;-4;0.000008;0.000008;
Paleocene / Danian;62.65;0.707807;0.707815;0.707823;-4;0.000008;0.000008;
Paleocene / Danian;62.70;0.707807;0.707815;0.707823;-4;0.000008;0.000008;
Paleocene / Danian;62.75;0.707807;0.707815;0.707823;-4;0.000008;0.000008;
Paleocene / Danian;62.80;0.707807;0.707815;0.707823;-4;0.000008;0.000008;
Paleocene / Danian;62.85;0.707808;0.707815;0.707823;-4;0.000008;0.000008;
Paleocene / Danian;62.90;0.707808;0.707816;0.707823;-4;0.000008;0.000008;
Paleocene / Danian;62.95;0.707808;0.707816;0.707823;-4;0.000008;0.000008;
Paleocene / Danian;63.00;0.707809;0.707816;0.707824;-5;0.000008;0.000008;
Paleocene / Danian;63.05;0.707809;0.707816;0.707824;-5;0.000008;0.000007;
Paleocene / Danian;63.10;0.707809;0.707817;0.707824;-5;0.000007;0.000007;
Paleocene / Danian;63.15;0.707809;0.707817;0.707824;-5;0.000007;0.000007;
Paleocene / Danian;63.20;0.707810;0.707817;0.707824;-5;0.000007;0.000007;
Paleocene / Danian;63.25;0.707810;0.707817;0.707824;-5;0.000007;0.000007;
Paleocene / Danian;63.30;0.707810;0.707818;0.707825;-5;0.000007;0.000007;
Paleocene / Danian;63.35;0.707811;0.707818;0.707825;-6;0.000007;0.000007;
Paleocene / Danian;63.40;0.707811;0.707818;0.707825;-6;0.000007;0.000007;
Paleocene / Danian;63.45;0.707811;0.707818;0.707825;-6;0.000007;0.000007;
Paleocene / Danian;63.50;0.707812;0.707819;0.707825;-6;0.000007;0.000007;
Paleocene / Danian;63.55;0.707812;0.707819;0.707826;-6;0.000007;0.000007;
Paleocene / Danian;63.60;0.707813;0.707819;0.707826;-7;0.000007;0.000007;
Paleocene / Danian;63.65;0.707813;0.707820;0.707826;-7;0.000007;0.000007;
Paleocene / Danian;63.70;0.707813;0.707820;0.707826;-7;0.000006;0.000007;
Paleocene / Danian;63.75;0.707814;0.707820;0.707827;-7;0.000006;0.000006;
Paleocene / Danian;63.80;0.707814;0.707821;0.707827;-7;0.000006;0.000006;
Paleocene / Danian;63.85;0.707815;0.707821;0.707827;-7;0.000006;0.000006;
Paleocene / Danian;63.90;0.707815;0.707821;0.707828;-8;0.000006;0.000006;
Paleocene / Danian;63.95;0.707816;0.707822;0.707828;-8;0.000006;0.000006;
Paleocene / Danian;64.00;0.707816;0.707822;0.707828;-7;0.000006;0.000006;
Paleocene / Danian;64.05;0.707817;0.707823;0.707829;-7;0.000006;0.000006;
Paleocene / Danian;64.10;0.707817;0.707823;0.707829;-7;0.000006;0.000006;
Paleocene / Danian;64.15;0.707818;0.707823;0.707829;-7;0.000006;0.000006;
Paleocene / Danian;64.20;0.707818;0.707824;0.707829;-7;0.000006;0.000005;
Paleocene / Danian;64.25;0.707818;0.707824;0.707829;-6;0.000005;0.000005;
Paleocene / Danian;64.30;0.707819;0.707824;0.707830;-6;0.000005;0.000005;
Paleocene / Danian;64.35;0.707819;0.707825;0.707830;-6;0.000005;0.000005;
Paleocene / Danian;64.40;0.707820;0.707825;0.707830;-6;0.000005;0.000005;
Paleocene / Danian;64.45;0.707820;0.707825;0.707830;-6;0.000005;0.000005;
Paleocene / Danian;64.50;0.707820;0.707825;0.707830;-5;0.000005;0.000005;
Paleocene / Danian;64.55;0.707821;0.707826;0.707830;-5;0.000005;0.000005;
Paleocene / Danian;64.60;0.707821;0.707826;0.707831;-5;0.000005;0.000005;
Paleocene / Danian;64.65;0.707822;0.707826;0.707831;-5;0.000005;0.000005;
Paleocene / Danian;64.70;0.707822;0.707826;0.707831;-5;0.000004;0.000005;
Paleocene / Danian;64.75;0.707822;0.707827;0.707831;-5;0.000004;0.000004;
Paleocene / Danian;64.80;0.707823;0.707827;0.707831;-5;0.000004;0.000004;
Paleocene / Danian;64.85;0.707823;0.707827;0.707831;-5;0.000004;0.000004;
Paleocene / Danian;64.90;0.707823;0.707827;0.707831;-5;0.000004;0.000004;
Paleocene / Danian;64.95;0.707824;0.707828;0.707832;-5;0.000004;0.000004;
Paleocene / Danian;65.00;0.707824;0.707828;0.707832;-4;0.000004;0.000004;
Paleocene / Danian;65.05;0.707824;0.707828;0.707832;-4;0.000004;0.000004;
Paleocene / Danian;65.10;0.707825;0.707828;0.707832;-4;0.000004;0.000003;
Paleocene / Danian;65.15;0.707825;0.707828;0.707832;-4;0.000004;0.000003;
Paleocene / Danian;65.20;0.707825;0.707829;0.707832;-4;0.000003;0.000003;
Paleocene / Danian;65.25;0.707826;0.707829;0.707832;-4;0.000003;0.000003;
Paleocene / Danian;65.30;0.707826;0.707829;0.707832;-3;0.000003;0.000003;
Paleocene / Danian;65.35;0.707826;0.707829;0.707832;-3;0.000003;0.000003;
Paleocene / Danian;65.40;0.707826;0.707829;0.707832;-3;0.000003;0.000003;
Paleocene / Danian;65.45;0.707827;0.707829;0.707832;-3;0.000003;0.000003;
Paleocene / Danian;65.50;0.707827;0.707830;0.707832;-3;0.000003;0.000003;
Paleocene / Danian;65.55;0.707827;0.707830;0.707832;-3;0.000003;0.000002;
Paleocene / Danian;65.60;0.707827;0.707830;0.707832;-2;0.000002;0.000002;
Paleocene / Danian;65.65;0.707828;0.707830;0.707832;-2;0.000002;0.000002;
Paleocene / Danian;65.70;0.707828;0.707830;0.707832;-2;0.000002;0.000002;
Paleocene / Danian;65.75;0.707828;0.707830;0.707832;-2;0.000002;0.000002;
Paleocene / Danian;65.80;0.707828;0.707830;0.707832;-2;0.000002;0.000002;
Paleocene / Danian;65.85;0.707828;0.707830;0.707832;-3;0.000002;0.000002;
Paleocene / Danian;65.90;0.707828;0.707830;0.707832;-3;0.000002;0.000002;
Paleocene / Danian;65.95;0.707829;0.707831;0.707833;-2;0.000002;0.000002;
Paleocene / Danian;66.00;0.707829;0.707831;0.707833;-2;0.000002;0.000002;
Maastrichtian;66.05;0.707829;0.707831;0.707833;-2;0.000002;0.000002;
Maastrichtian;66.10;0.707829;0.707831;0.707833;-2;0.000002;0.000002;
Maastrichtian;66.15;0.707829;0.707831;0.707833;-2;0.000002;0.000002;
Maastrichtian;66.20;0.707829;0.707831;0.707834;-1;0.000002;0.000002;
Maastrichtian;66.25;0.707829;0.707831;0.707834;-1;0.000003;0.000003;
Maastrichtian;66.30;0.707828;0.707831;0.707834;0;0.000003;0.000003;
Maastrichtian;66.35;0.707828;0.707831;0.707834;0;0.000003;0.000003;
Maastrichtian;66.40;0.707828;0.707831;0.707834;1;0.000003;0.000003;
Maastrichtian;66.45;0.707828;0.707831;0.707834;2;0.000003;0.000003;
Maastrichtian;66.50;0.707828;0.707831;0.707834;2;0.000003;0.000003;
Maastrichtian;66.55;0.707827;0.707831;0.707835;3;0.000004;0.000004;
Maastrichtian;66.60;0.707827;0.707831;0.707835;4;0.000004;0.000004;
Maastrichtian;66.65;0.707827;0.707831;0.707834;5;0.000004;0.000004;
Maastrichtian;66.70;0.707826;0.707830;0.707834;6;0.000004;0.000004;
Maastrichtian;66.75;0.707826;0.707830;0.707834;7;0.000004;0.000004;
Maastrichtian;66.80;0.707825;0.707830;0.707834;8;0.000004;0.000004;
Maastrichtian;66.85;0.707825;0.707829;0.707834;8;0.000004;0.000004;
Maastrichtian;66.90;0.707824;0.707829;0.707833;9;0.000004;0.000005;
Maastrichtian;66.95;0.707824;0.707828;0.707833;10;0.000005;0.000005;
Maastrichtian;67.00;0.707823;0.707828;0.707832;10;0.000005;0.000005;
Maastrichtian;67.05;0.707823;0.707827;0.707832;11;0.000005;0.000005;
Maastrichtian;67.10;0.707822;0.707827;0.707831;11;0.000005;0.000005;
Maastrichtian;67.15;0.707821;0.707826;0.707831;11;0.000005;0.000005;
Maastrichtian;67.20;0.707821;0.707826;0.707830;12;0.000005;0.000005;
Maastrichtian;67.25;0.707820;0.707825;0.707830;12;0.000005;0.000005;
Maastrichtian;67.30;0.707819;0.707824;0.707829;12;0.000005;0.000005;
Maastrichtian;67.35;0.707819;0.707824;0.707829;13;0.000005;0.000005;
Maastrichtian;67.40;0.707818;0.707823;0.707828;13;0.000005;0.000005;
Maastrichtian;67.45;0.707818;0.707822;0.707827;13;0.000005;0.000005;
Maastrichtian;67.50;0.707817;0.707822;0.707827;13;0.000005;0.000005;
Maastrichtian;67.55;0.707816;0.707821;0.707826;14;0.000005;0.000005;
Maastrichtian;67.60;0.707816;0.707820;0.707825;14;0.000005;0.000005;
Maastrichtian;67.65;0.707815;0.707820;0.707825;14;0.000005;0.000005;
Maastrichtian;67.70;0.707814;0.707819;0.707824;14;0.000005;0.000005;
Maastrichtian;67.75;0.707813;0.707818;0.707823;15;0.000005;0.000005;
Maastrichtian;67.80;0.707813;0.707818;0.707822;15;0.000005;0.000005;
Maastrichtian;67.85;0.707812;0.707817;0.707822;15;0.000005;0.000005;
Maastrichtian;67.90;0.707811;0.707816;0.707821;15;0.000005;0.000005;
Maastrichtian;67.95;0.707810;0.707815;0.707820;15;0.000005;0.000005;
Maastrichtian;68.00;0.707810;0.707815;0.707819;15;0.000005;0.000005;
Maastrichtian;68.05;0.707809;0.707814;0.707818;16;0.000005;0.000005;
Maastrichtian;68.10;0.707808;0.707813;0.707818;16;0.000005;0.000005;
Maastrichtian;68.15;0.707807;0.707812;0.707817;16;0.000005;0.000005;
Maastrichtian;68.20;0.707807;0.707811;0.707816;16;0.000005;0.000005;
Maastrichtian;68.25;0.707806;0.707810;0.707815;16;0.000005;0.000005;
Maastrichtian;68.30;0.707805;0.707810;0.707814;16;0.000005;0.000005;
Maastrichtian;68.35;0.707804;0.707809;0.707813;17;0.000005;0.000005;
Maastrichtian;68.40;0.707803;0.707808;0.707813;17;0.000005;0.000005;
Maastrichtian;68.45;0.707803;0.707807;0.707812;17;0.000005;0.000005;
Maastrichtian;68.50;0.707802;0.707806;0.707811;17;0.000005;0.000005;
Maastrichtian;68.55;0.707801;0.707805;0.707810;17;0.000005;0.000005;
Maastrichtian;68.60;0.707800;0.707805;0.707809;17;0.000005;0.000005;
Maastrichtian;68.65;0.707799;0.707804;0.707808;17;0.000005;0.000005;
Maastrichtian;68.70;0.707798;0.707803;0.707808;17;0.000005;0.000005;
Maastrichtian;68.75;0.707797;0.707802;0.707807;17;0.000005;0.000005;
Maastrichtian;68.80;0.707797;0.707801;0.707806;17;0.000005;0.000005;
Maastrichtian;68.85;0.707796;0.707800;0.707805;18;0.000005;0.000005;
Maastrichtian;68.90;0.707795;0.707799;0.707804;17;0.000005;0.000005;
Maastrichtian;68.95;0.707794;0.707798;0.707803;17;0.000005;0.000005;
Maastrichtian;69.00;0.707793;0.707798;0.707802;18;0.000005;0.000005;
Maastrichtian;69.05;0.707792;0.707797;0.707801;18;0.000005;0.000005;
Maastrichtian;69.10;0.707791;0.707796;0.707800;18;0.000004;0.000005;
Maastrichtian;69.15;0.707790;0.707795;0.707799;18;0.000004;0.000004;
Maastrichtian;69.20;0.707790;0.707794;0.707799;18;0.000005;0.000004;
Maastrichtian;69.25;0.707789;0.707793;0.707798;18;0.000004;0.000004;
Maastrichtian;69.30;0.707788;0.707792;0.707797;18;0.000004;0.000004;
Maastrichtian;69.35;0.707787;0.707791;0.707796;18;0.000004;0.000004;
Maastrichtian;69.40;0.707786;0.707790;0.707795;17;0.000004;0.000004;
Maastrichtian;69.45;0.707785;0.707790;0.707794;17;0.000004;0.000004;
Maastrichtian;69.50;0.707785;0.707789;0.707793;17;0.000004;0.000004;
Maastrichtian;69.55;0.707784;0.707788;0.707792;17;0.000004;0.000004;
Maastrichtian;69.60;0.707783;0.707787;0.707791;17;0.000004;0.000004;
Maastrichtian;69.65;0.707782;0.707786;0.707790;17;0.000004;0.000004;
Maastrichtian;69.70;0.707781;0.707785;0.707789;17;0.000004;0.000004;
Maastrichtian;69.75;0.707780;0.707784;0.707788;17;0.000004;0.000004;
Maastrichtian;69.80;0.707780;0.707784;0.707787;18;0.000004;0.000004;
Maastrichtian;69.85;0.707779;0.707783;0.707787;17;0.000004;0.000004;
Maastrichtian;69.90;0.707778;0.707782;0.707786;17;0.000004;0.000004;
Maastrichtian;69.95;0.707777;0.707781;0.707785;18;0.000004;0.000004;
Maastrichtian;70.00;0.707776;0.707780;0.707784;18;0.000004;0.000004;
Maastrichtian;70.05;0.707775;0.707779;0.707783;18;0.000004;0.000004;
Maastrichtian;70.10;0.707775;0.707778;0.707782;18;0.000004;0.000004;
Maastrichtian;70.15;0.707774;0.707777;0.707781;18;0.000004;0.000004;
Maastrichtian;70.20;0.707773;0.707776;0.707780;19;0.000004;0.000004;
Maastrichtian;70.25;0.707772;0.707775;0.707779;19;0.000004;0.000004;
Maastrichtian;70.30;0.707771;0.707775;0.707778;19;0.000004;0.000004;
Maastrichtian;70.35;0.707770;0.707774;0.707777;20;0.000004;0.000004;
Maastrichtian;70.40;0.707769;0.707773;0.707776;20;0.000004;0.000004;
Maastrichtian;70.45;0.707768;0.707772;0.707775;20;0.000004;0.000004;
Maastrichtian;70.50;0.707767;0.707771;0.707774;21;0.000003;0.000004;
Maastrichtian;70.55;0.707766;0.707770;0.707773;21;0.000004;0.000003;
Maastrichtian;70.60;0.707765;0.707768;0.707772;21;0.000004;0.000004;
Maastrichtian;70.65;0.707764;0.707767;0.707771;21;0.000004;0.000004;
Maastrichtian;70.70;0.707763;0.707766;0.707770;22;0.000004;0.000004;
Maastrichtian;70.75;0.707762;0.707765;0.707769;22;0.000004;0.000004;
Maastrichtian;70.80;0.707761;0.707764;0.707768;22;0.000004;0.000004;
Maastrichtian;70.85;0.707759;0.707763;0.707767;22;0.000004;0.000004;
Maastrichtian;70.90;0.707758;0.707762;0.707766;22;0.000004;0.000004;
Maastrichtian;70.95;0.707757;0.707761;0.707765;22;0.000004;0.000004;
Maastrichtian;71.00;0.707756;0.707760;0.707763;22;0.000004;0.000004;
Maastrichtian;71.05;0.707755;0.707759;0.707762;22;0.000004;0.000004;
Maastrichtian;71.10;0.707754;0.707757;0.707761;22;0.000004;0.000004;
Maastrichtian;71.15;0.707752;0.707756;0.707760;23;0.000004;0.000004;
Maastrichtian;71.20;0.707751;0.707755;0.707759;23;0.000004;0.000004;
Maastrichtian;71.25;0.707750;0.707754;0.707758;23;0.000004;0.000004;
Maastrichtian;71.30;0.707749;0.707753;0.707757;23;0.000004;0.000004;
Maastrichtian;71.35;0.707748;0.707752;0.707755;24;0.000004;0.000004;
Maastrichtian;71.40;0.707747;0.707751;0.707754;24;0.000004;0.000004;
Maastrichtian;71.45;0.707746;0.707749;0.707753;24;0.000004;0.000004;
Maastrichtian;71.50;0.707745;0.707748;0.707752;24;0.000004;0.000004;
Maastrichtian;71.55;0.707743;0.707747;0.707750;24;0.000003;0.000004;
Maastrichtian;71.60;0.707742;0.707746;0.707749;23;0.000004;0.000003;
Maastrichtian;71.65;0.707741;0.707745;0.707748;24;0.000004;0.000004;
Maastrichtian;71.70;0.707740;0.707743;0.707747;23;0.000003;0.000004;
Maastrichtian;71.75;0.707739;0.707742;0.707746;22;0.000004;0.000004;
Maastrichtian;71.80;0.707737;0.707741;0.707745;22;0.000004;0.000004;
Maastrichtian;71.85;0.707736;0.707740;0.707744;21;0.000004;0.000004;
Maastrichtian;71.90;0.707735;0.707739;0.707743;20;0.000004;0.000004;
Maastrichtian;71.95;0.707734;0.707738;0.707742;20;0.000004;0.000004;
Maastrichtian;72.00;0.707733;0.707737;0.707740;19;0.000004;0.000004;
Maastrichtian;72.05;0.707733;0.707736;0.707740;18;0.000003;0.000003;
Maastrichtian;72.10;0.707732;0.707735;0.707739;18;0.000003;0.000003;
Campanian;72.15;0.707731;0.707734;0.707738;18;0.000003;0.000003;
Campanian;72.20;0.707730;0.707734;0.707737;18;0.000003;0.000003;
Campanian;72.25;0.707730;0.707733;0.707736;18;0.000003;0.000003;
Campanian;72.30;0.707728;0.707732;0.707735;18;0.000003;0.000003;
Campanian;72.35;0.707727;0.707731;0.707734;18;0.000003;0.000003;
Campanian;72.40;0.707727;0.707730;0.707733;18;0.000003;0.000003;
Campanian;72.45;0.707726;0.707729;0.707732;19;0.000003;0.000003;
Campanian;72.50;0.707725;0.707728;0.707731;19;0.000003;0.000003;
Campanian;72.55;0.707724;0.707727;0.707730;20;0.000003;0.000003;
Campanian;72.60;0.707723;0.707726;0.707729;21;0.000003;0.000003;
Campanian;72.65;0.707722;0.707725;0.707728;23;0.000003;0.000003;
Campanian;72.70;0.707721;0.707724;0.707727;25;0.000003;0.000003;
Campanian;72.75;0.707720;0.707723;0.707726;27;0.000003;0.000003;
Campanian;72.80;0.707718;0.707721;0.707725;30;0.000003;0.000003;
Campanian;72.85;0.707716;0.707720;0.707723;33;0.000003;0.000003;
Campanian;72.90;0.707715;0.707718;0.707721;35;0.000003;0.000003;
Campanian;72.95;0.707713;0.707716;0.707720;38;0.000003;0.000003;
Campanian;73.00;0.707711;0.707714;0.707718;41;0.000003;0.000003;
Campanian;73.05;0.707709;0.707712;0.707715;42;0.000003;0.000003;
Campanian;73.10;0.707707;0.707710;0.707713;44;0.000003;0.000003;
Campanian;73.15;0.707704;0.707708;0.707711;45;0.000003;0.000003;
Campanian;73.20;0.707702;0.707705;0.707708;45;0.000003;0.000003;
Campanian;73.25;0.707700;0.707703;0.707706;45;0.000003;0.000003;
Campanian;73.30;0.707697;0.707701;0.707704;44;0.000003;0.000003;
Campanian;73.35;0.707695;0.707698;0.707702;43;0.000003;0.000003;
Campanian;73.40;0.707693;0.707696;0.707700;42;0.000003;0.000003;
Campanian;73.45;0.707691;0.707694;0.707698;41;0.000003;0.000003;
Campanian;73.50;0.707689;0.707692;0.707696;39;0.000003;0.000003;
Campanian;73.55;0.707687;0.707690;0.707693;38;0.000003;0.000003;
Campanian;73.60;0.707685;0.707688;0.707692;37;0.000003;0.000003;
Campanian;73.65;0.707683;0.707687;0.707690;36;0.000003;0.000003;
Campanian;73.70;0.707682;0.707685;0.707688;36;0.000003;0.000003;
Campanian;73.75;0.707680;0.707683;0.707686;34;0.000003;0.000003;
Campanian;73.80;0.707678;0.707681;0.707685;34;0.000003;0.000003;
Campanian;73.85;0.707677;0.707680;0.707683;33;0.000003;0.000003;
Campanian;73.90;0.707675;0.707678;0.707681;33;0.000003;0.000003;
Campanian;73.95;0.707673;0.707677;0.707680;32;0.000003;0.000003;
Campanian;74.00;0.707672;0.707675;0.707678;32;0.000003;0.000003;
Campanian;74.05;0.707670;0.707673;0.707677;32;0.000003;0.000004;
Campanian;74.10;0.707668;0.707672;0.707675;32;0.000004;0.000003;
Campanian;74.15;0.707667;0.707670;0.707674;32;0.000004;0.000004;
Campanian;74.20;0.707665;0.707669;0.707672;32;0.000004;0.000004;
Campanian;74.25;0.707663;0.707667;0.707671;31;0.000004;0.000004;
Campanian;74.30;0.707662;0.707665;0.707669;31;0.000004;0.000004;
Campanian;74.35;0.707660;0.707664;0.707667;31;0.000004;0.000004;
Campanian;74.40;0.707659;0.707662;0.707666;31;0.000004;0.000004;
Campanian;74.45;0.707657;0.707661;0.707664;30;0.000004;0.000004;
Campanian;74.50;0.707656;0.707659;0.707663;30;0.000004;0.000004;
Campanian;74.55;0.707654;0.707658;0.707662;30;0.000004;0.000004;
Campanian;74.60;0.707653;0.707656;0.707660;30;0.000004;0.000004;
Campanian;74.65;0.707651;0.707655;0.707659;30;0.000004;0.000004;
Campanian;74.70;0.707649;0.707653;0.707657;29;0.000004;0.000004;
Campanian;74.75;0.707648;0.707652;0.707656;29;0.000004;0.000004;
Campanian;74.80;0.707646;0.707651;0.707655;29;0.000004;0.000004;
Campanian;74.85;0.707645;0.707649;0.707653;28;0.000004;0.000004;
Campanian;74.90;0.707643;0.707648;0.707652;29;0.000005;0.000004;
Campanian;74.95;0.707642;0.707646;0.707651;28;0.000005;0.000005;
Campanian;75.00;0.707640;0.707645;0.707649;28;0.000005;0.000005;
Campanian;75.05;0.707639;0.707643;0.707648;28;0.000005;0.000005;
