name;age;Min;Mean;Max;dR/dt;Mean-min;Max - mean;
Holocene;0.00;0.709174;0.709175;0.709176;;0.000001;0.000001;
Pleistocene;0.05;0.709173;0.709174;0.709176;;0.000002;0.000001;
Pleistocene;0.10;0.709172;0.709174;0.709175;;0.000002;0.000002;
Pleistocene;0.15;0.709170;0.709172;0.709174;;0.000002;0.000002;
Pleistocene;0.20;0.709168;0.709170;0.709171;;0.000001;0.000002;
Pleistocene;0.25;0.709166;0.709167;0.709169;35;0.000002;0.000001;
Pleistocene;0.30;0.709164;0.709165;0.709167;37;0.000001;0.000002;
Pleistocene;0.35;0.709162;0.709164;0.709165;36;0.000001;0.000001;
Pleistocene;0.40;0.709161;0.709162;0.709164;36;0.000001;0.000001;
Pleistocene;0.45;0.709159;0.709161;0.709162;35;0.000001;0.000001;
Pleistocene;0.50;0.709158;0.709159;0.709160;35;0.000001;0.000001;
Pleistocene;0.55;0.709156;0.709157;0.709159;36;0.000001;0.000001;
Pleistocene;0.60;0.709154;0.709155;0.709157;37;0.000002;0.000001;
Pleistocene;0.65;0.709152;0.709153;0.709155;39;0.000001;0.000001;
Pleistocene;0.70;0.709150;0.709151;0.709153;41;0.000001;0.000001;
Pleistocene;0.75;0.709148;0.709149;0.709151;43;0.000001;0.000001;
Pleistocene;0.80;0.709146;0.709147;0.709149;45;0.000001;0.000001;
Pleistocene;0.85;0.709144;0.709145;0.709146;47;0.000001;0.000001;
Pleistocene;0.90;0.709141;0.709143;0.709144;50;0.000001;0.000001;
Pleistocene;0.95;0.709139;0.709140;0.709141;52;0.000001;0.000001;
Pleistocene;1.00;0.709136;0.709137;0.709139;54;0.000001;0.000001;
Pleistocene;1.05;0.709133;0.709135;0.709136;56;0.000001;0.000001;
Pleistocene;1.10;0.709130;0.709132;0.709133;58;0.000001;0.000001;
Pleistocene;1.15;0.709127;0.709128;0.709130;59;0.000001;0.000001;
Pleistocene;1.20;0.709124;0.709125;0.709127;59;0.000001;0.000001;
Pleistocene;1.25;0.709121;0.709122;0.709124;59;0.000001;0.000001;
Pleistocene;1.30;0.709118;0.709119;0.709121;58;0.000001;0.000001;
Pleistocene;1.35;0.709115;0.709116;0.709118;57;0.000001;0.000001;
Pleistocene;1.40;0.709112;0.709114;0.709115;56;0.000002;0.000001;
Pleistocene;1.45;0.709109;0.709111;0.709113;55;0.000002;0.000001;
Pleistocene;1.50;0.709107;0.709108;0.709110;54;0.000002;0.000001;
Pleistocene;1.55;0.709104;0.709106;0.709107;52;0.000001;0.000001;
Pleistocene;1.60;0.709102;0.709103;0.709104;52;0.000001;0.000001;
Pleistocene;1.65;0.709099;0.709100;0.709102;51;0.000001;0.000001;
Pleistocene;1.70;0.709096;0.709098;0.709099;50;0.000001;0.000001;
Pleistocene;1.75;0.709094;0.709095;0.709097;48;0.000001;0.000001;
Pleistocene;1.80;0.709092;0.709093;0.709095;47;0.000001;0.000001;
Pleistocene;1.85;0.709089;0.709091;0.709092;45;0.000001;0.000001;
Pleistocene;1.90;0.709087;0.709089;0.709090;43;0.000002;0.000001;
Pleistocene;1.95;0.709085;0.709086;0.709088;41;0.000002;0.000002;
Pleistocene;2.00;0.709083;0.709084;0.709086;38;0.000002;0.000002;
Pleistocene;2.05;0.709081;0.709083;0.709084;36;0.000002;0.000002;
Pleistocene;2.10;0.709079;0.709081;0.709082;34;0.000002;0.000002;
Pleistocene;2.15;0.709077;0.709079;0.709081;32;0.000002;0.000002;
Pleistocene;2.20;0.709076;0.709078;0.709079;30;0.000002;0.000002;
Pleistocene;2.25;0.709074;0.709076;0.709078;28;0.000002;0.000002;
Pleistocene;2.30;0.709073;0.709075;0.709077;26;0.000002;0.000002;
Pleistocene;2.35;0.709072;0.709074;0.709075;25;0.000002;0.000002;
Pleistocene;2.40;0.709071;0.709072;0.709074;23;0.000002;0.000002;
Pleistocene;2.45;0.709069;0.709071;0.709073;22;0.000002;0.000002;
Pleistocene;2.50;0.709068;0.709070;0.709072;21;0.000002;0.000002;
Pleistocene;2.55;0.709067;0.709069;0.709071;20;0.000002;0.000002;
Pleistocene;2.60;0.709066;0.709068;0.709070;19;0.000002;0.000002;
Pliocene;2.65;0.709065;0.709067;0.709069;18;0.000002;0.000002;
Pliocene;2.70;0.709064;0.709066;0.709069;17;0.000002;0.000002;
Pliocene;2.75;0.709063;0.709066;0.709068;16;0.000002;0.000002;
Pliocene;2.80;0.709063;0.709065;0.709067;15;0.000002;0.000002;
Pliocene;2.85;0.709062;0.709064;0.709067;14;0.000002;0.000002;
Pliocene;2.90;0.709061;0.709064;0.709066;13;0.000003;0.000003;
Pliocene;2.95;0.709060;0.709063;0.709065;12;0.000003;0.000003;
Pliocene;3.00;0.709060;0.709062;0.709065;12;0.000003;0.000003;
Pliocene;3.05;0.709059;0.709062;0.709065;11;0.000003;0.000003;
Pliocene;3.10;0.709058;0.709061;0.709064;11;0.000003;0.000003;
Pliocene;3.15;0.709058;0.709061;0.709064;10;0.000003;0.000003;
Pliocene;3.20;0.709057;0.709060;0.709063;10;0.000003;0.000003;
Pliocene;3.25;0.709057;0.709060;0.709063;9;0.000003;0.000003;
Pliocene;3.30;0.709056;0.709059;0.709063;9;0.000003;0.000003;
Pliocene;3.35;0.709055;0.709059;0.709062;9;0.000003;0.000003;
Pliocene;3.40;0.709055;0.709058;0.709062;9;0.000003;0.000003;
Pliocene;3.45;0.709055;0.709058;0.709062;9;0.000004;0.000004;
Pliocene;3.50;0.709054;0.709058;0.709061;9;0.000004;0.000004;
Pliocene;3.55;0.709054;0.709057;0.709061;9;0.000004;0.000004;
Pliocene;3.60;0.709053;0.709057;0.709060;9;0.000004;0.000004;
Pliocene;3.65;0.709052;0.709056;0.709060;9;0.000004;0.000004;
Pliocene;3.70;0.709052;0.709056;0.709060;9;0.000004;0.000004;
Pliocene;3.75;0.709051;0.709055;0.709059;10;0.000004;0.000004;
Pliocene;3.80;0.709051;0.709055;0.709059;9;0.000004;0.000004;
Pliocene;3.85;0.709050;0.709054;0.709058;9;0.000004;0.000004;
Pliocene;3.90;0.709050;0.709054;0.709058;9;0.000004;0.000004;
Pliocene;3.95;0.709049;0.709053;0.709058;9;0.000004;0.000004;
Pliocene;4.00;0.709049;0.709053;0.709057;8;0.000004;0.000004;
Pliocene;4.05;0.709048;0.709053;0.709057;8;0.000004;0.000004;
Pliocene;4.10;0.709048;0.709052;0.709057;8;0.000004;0.000004;
Pliocene;4.15;0.709048;0.709052;0.709056;8;0.000004;0.000004;
Pliocene;4.20;0.709047;0.709052;0.709056;9;0.000004;0.000004;
Pliocene;4.25;0.709047;0.709051;0.709056;10;0.000004;0.000004;
Pliocene;4.30;0.709046;0.709051;0.709055;11;0.000004;0.000005;
Pliocene;4.35;0.709046;0.709050;0.709055;12;0.000004;0.000005;
Pliocene;4.40;0.709045;0.709049;0.709054;14;0.000004;0.000004;
Pliocene;4.45;0.709044;0.709049;0.709053;15;0.000004;0.000004;
Pliocene;4.50;0.709043;0.709048;0.709052;16;0.000004;0.000004;
Pliocene;4.55;0.709043;0.709047;0.709051;18;0.000004;0.000004;
Pliocene;4.60;0.709042;0.709046;0.709050;19;0.000004;0.000004;
Pliocene;4.65;0.709041;0.709045;0.709049;20;0.000004;0.000004;
Pliocene;4.70;0.709040;0.709044;0.709048;22;0.000004;0.000004;
Pliocene;4.75;0.709039;0.709043;0.709047;23;0.000004;0.000004;
Pliocene;4.80;0.709037;0.709042;0.709046;24;0.000004;0.000004;
Pliocene;4.85;0.709036;0.709040;0.709044;26;0.000004;0.000004;
Pliocene;4.90;0.709035;0.709039;0.709043;27;0.000004;0.000004;
Pliocene;4.95;0.709034;0.709038;0.709042;28;0.000004;0.000004;
Pliocene;5.00;0.709032;0.709036;0.709040;29;0.000004;0.000004;
Pliocene;5.05;0.709031;0.709035;0.709039;30;0.000004;0.000004;
Pliocene;5.10;0.709029;0.709033;0.709037;31;0.000004;0.000004;
Pliocene;5.15;0.709027;0.709032;0.709036;32;0.000004;0.000004;
Pliocene;5.20;0.709026;0.709030;0.709034;33;0.000004;0.000004;
Pliocene;5.25;0.709024;0.709028;0.709033;34;0.000004;0.000004;
Pliocene. 5.33 = base;5.30;0.709023;0.709027;0.709031;35;0.000004;0.000004;
Mio / Messinian;5.35;0.709021;0.709025;0.709029;37;0.000004;0.000004;
Mio / Messinian;5.40;0.709019;0.709023;0.709027;40;0.000004;0.000004;
Mio / Messinian;5.45;0.709017;0.709021;0.709025;42;0.000004;0.000004;
Mio / Messinian;5.50;0.709014;0.709019;0.709023;45;0.000004;0.000004;
Mio / Messinian;5.55;0.709012;0.709017;0.709021;47;0.000004;0.000004;
Mio / Messinian;5.60;0.709010;0.709014;0.709018;50;0.000004;0.000004;
Mio / Messinian;5.65;0.709007;0.709011;0.709016;52;0.000004;0.000004;
Mio / Messinian;5.70;0.709005;0.709009;0.709013;53;0.000004;0.000004;
Mio / Messinian;5.75;0.709002;0.709006;0.709010;53;0.000004;0.000004;
Mio / Messinian;5.80;0.708999;0.709003;0.709007;54;0.000004;0.000004;
Mio / Messinian;5.85;0.708996;0.709000;0.709005;55;0.000004;0.000004;
Mio / Messinian;5.90;0.708993;0.708998;0.709002;56;0.000004;0.000004;
Mio / Messinian;5.95;0.708991;0.708995;0.709000;56;0.000004;0.000004;
Mio / Messinian;6.00;0.708988;0.708992;0.708997;56;0.000004;0.000004;
Mio / Messinian;6.05;0.708985;0.708989;0.708994;56;0.000004;0.000004;
Mio / Messinian;6.10;0.708982;0.708986;0.708991;54;0.000004;0.000004;
Mio / Messinian;6.15;0.708979;0.708984;0.708988;54;0.000004;0.000004;
Mio / Messinian;6.20;0.708977;0.708981;0.708985;52;0.000004;0.000004;
Mio / Messinian;6.25;0.708974;0.708978;0.708982;50;0.000004;0.000004;
Mio / Messinian;6.30;0.708972;0.708976;0.708980;47;0.000004;0.000004;
Mio / Messinian;6.35;0.708970;0.708974;0.708978;45;0.000004;0.000004;
Mio / Messinian;6.40;0.708968;0.708972;0.708975;43;0.000004;0.000004;
Mio / Messinian;6.45;0.708966;0.708970;0.708973;41;0.000004;0.000004;
Mio / Messinian;6.50;0.708964;0.708968;0.708971;40;0.000004;0.000004;
Mio / Messinian;6.55;0.708962;0.708966;0.708969;38;0.000004;0.000004;
Mio / Messinian;6.60;0.708960;0.708964;0.708968;36;0.000004;0.000004;
Mio / Messinian;6.65;0.708958;0.708962;0.708966;35;0.000004;0.000004;
Mio / Messinian;6.70;0.708956;0.708960;0.708964;34;0.000004;0.000004;
Mio / Messinian;6.75;0.708955;0.708959;0.708962;33;0.000004;0.000004;
Mio / Messinian;6.80;0.708953;0.708957;0.708961;32;0.000004;0.000004;
Mio / Messinian;6.85;0.708952;0.708955;0.708959;31;0.000004;0.000004;
Mio / Messinian;6.90;0.708950;0.708954;0.708958;30;0.000004;0.000004;
Mio / Messinian;6.95;0.708948;0.708952;0.708956;29;0.000004;0.000004;
Mio / Messinian;7.00;0.708947;0.708951;0.708955;28;0.000004;0.000004;
Mio / Messinian;7.05;0.708946;0.708950;0.708953;27;0.000004;0.000004;
Mio / Messinian;7.10;0.708944;0.708948;0.708952;26;0.000004;0.000004;
Mio / Messinian;7.15;0.708943;0.708947;0.708951;25;0.000004;0.000004;
Mio / Messinian;7.20;0.708942;0.708946;0.708950;24;0.000004;0.000004;
Mio / Messinian;7.25;0.708940;0.708945;0.708949;24;0.000004;0.000004;
Mio / Tortonian;7.30;0.708939;0.708943;0.708948;23;0.000004;0.000004;
Mio / Tortonian;7.35;0.708938;0.708942;0.708947;22;0.000004;0.000004;
Mio / Tortonian;7.40;0.708937;0.708941;0.708945;21;0.000005;0.000004;
Mio / Tortonian;7.45;0.708936;0.708940;0.708944;20;0.000004;0.000005;
Mio / Tortonian;7.50;0.708935;0.708939;0.708943;19;0.000004;0.000004;
Mio / Tortonian;7.55;0.708934;0.708938;0.708943;17;0.000004;0.000004;
Mio / Tortonian;7.60;0.708933;0.708937;0.708942;17;0.000004;0.000004;
Mio / Tortonian;7.65;0.708932;0.708937;0.708941;15;0.000004;0.000004;
Mio / Tortonian;7.70;0.708931;0.708936;0.708940;15;0.000004;0.000004;
Mio / Tortonian;7.75;0.708931;0.708935;0.708939;15;0.000004;0.000004;
Mio / Tortonian;7.80;0.708930;0.708934;0.708939;14;0.000004;0.000004;
Mio / Tortonian;7.85;0.708929;0.708934;0.708938;14;0.000004;0.000004;
Mio / Tortonian;7.90;0.708929;0.708933;0.708938;14;0.000005;0.000004;
Mio / Tortonian;7.95;0.708928;0.708932;0.708937;15;0.000004;0.000005;
Mio / Tortonian;8.00;0.708927;0.708932;0.708936;15;0.000005;0.000005;
Mio / Tortonian;8.05;0.708926;0.708931;0.708936;16;0.000005;0.000005;
Mio / Tortonian;8.10;0.708925;0.708930;0.708935;17;0.000005;0.000005;
Mio / Tortonian;8.15;0.708924;0.708929;0.708934;17;0.000005;0.000005;
Mio / Tortonian;8.20;0.708924;0.708928;0.708933;17;0.000005;0.000005;
Mio / Tortonian;8.25;0.708923;0.708927;0.708932;18;0.000005;0.000005;
Mio / Tortonian;8.30;0.708922;0.708926;0.708931;18;0.000005;0.000005;
Mio / Tortonian;8.35;0.708921;0.708926;0.708930;18;0.000005;0.000005;
Mio / Tortonian;8.40;0.708920;0.708925;0.708929;18;0.000004;0.000005;
Mio / Tortonian;8.45;0.708919;0.708924;0.708928;17;0.000004;0.000004;
Mio / Tortonian;8.50;0.708919;0.708923;0.708927;17;0.000004;0.000004;
Mio / Tortonian;8.55;0.708918;0.708922;0.708927;17;0.000004;0.000004;
Mio / Tortonian;8.60;0.708917;0.708921;0.708926;17;0.000004;0.000004;
Mio / Tortonian;8.65;0.708916;0.708920;0.708925;17;0.000004;0.000004;
Mio / Tortonian;8.70;0.708915;0.708920;0.708924;18;0.000004;0.000004;
Mio / Tortonian;8.75;0.708914;0.708919;0.708923;18;0.000004;0.000005;
Mio / Tortonian;8.80;0.708913;0.708918;0.708922;19;0.000004;0.000005;
Mio / Tortonian;8.85;0.708912;0.708917;0.708921;20;0.000005;0.000005;
Mio / Tortonian;8.90;0.708911;0.708916;0.708921;20;0.000005;0.000005;
Mio / Tortonian;8.95;0.708910;0.708915;0.708920;21;0.000005;0.000005;
Mio / Tortonian;9.00;0.708909;0.708914;0.708919;22;0.000005;0.000005;
Mio / Tortonian;9.05;0.708908;0.708913;0.708917;23;0.000005;0.000005;
Mio / Tortonian;9.10;0.708907;0.708911;0.708916;24;0.000005;0.000005;
Mio / Tortonian;9.15;0.708905;0.708910;0.708915;25;0.000005;0.000005;
Mio / Tortonian;9.20;0.708904;0.708909;0.708914;26;0.000005;0.000005;
Mio / Tortonian;9.25;0.708903;0.708908;0.708912;27;0.000005;0.000005;
Mio / Tortonian;9.30;0.708902;0.708906;0.708911;28;0.000005;0.000005;
Mio / Tortonian;9.35;0.708900;0.708905;0.708909;29;0.000005;0.000005;
Mio / Tortonian;9.40;0.708899;0.708903;0.708908;29;0.000004;0.000004;
Mio / Tortonian;9.45;0.708897;0.708902;0.708906;30;0.000004;0.000004;
Mio / Tortonian;9.50;0.708896;0.708900;0.708905;31;0.000004;0.000004;
Mio / Tortonian;9.55;0.708894;0.708899;0.708903;31;0.000004;0.000004;
Mio / Tortonian;9.60;0.708893;0.708897;0.708901;31;0.000004;0.000004;
Mio / Tortonian;9.65;0.708891;0.708896;0.708900;31;0.000004;0.000004;
Mio / Tortonian;9.70;0.708890;0.708894;0.708898;32;0.000004;0.000004;
Mio / Tortonian;9.75;0.708888;0.708892;0.708897;32;0.000004;0.000004;
Mio / Tortonian;9.80;0.708887;0.708891;0.708895;32;0.000004;0.000004;
Mio / Tortonian;9.85;0.708885;0.708889;0.708894;31;0.000004;0.000004;
Mio / Tortonian;9.90;0.708883;0.708888;0.708892;31;0.000004;0.000004;
Mio / Tortonian;9.95;0.708882;0.708886;0.708890;31;0.000004;0.000004;
Mio / Tortonian;10.00;0.708880;0.708885;0.708889;31;0.000004;0.000004;
Mio / Tortonian;10.05;0.708879;0.708883;0.708887;30;0.000004;0.000004;
Mio / Tortonian;10.10;0.708877;0.708882;0.708886;30;0.000004;0.000004;
Mio / Tortonian;10.15;0.708876;0.708880;0.708885;29;0.000004;0.000004;
Mio / Tortonian;10.20;0.708874;0.708879;0.708883;28;0.000005;0.000004;
Mio / Tortonian;10.25;0.708873;0.708877;0.708882;28;0.000004;0.000004;
Mio / Tortonian;10.30;0.708871;0.708876;0.708880;27;0.000004;0.000004;
Mio / Tortonian;10.35;0.708870;0.708875;0.708879;27;0.000004;0.000005;
Mio / Tortonian;10.40;0.708869;0.708873;0.708878;27;0.000004;0.000005;
Mio / Tortonian;10.45;0.708868;0.708872;0.708876;26;0.000004;0.000004;
Mio / Tortonian;10.50;0.708866;0.708871;0.708875;26;0.000004;0.000004;
Mio / Tortonian;10.55;0.708865;0.708869;0.708874;26;0.000004;0.000004;
Mio / Tortonian;10.60;0.708864;0.708868;0.708872;26;0.000004;0.000004;
Mio / Tortonian;10.65;0.708862;0.708867;0.708871;26;0.000004;0.000004;
Mio / Tortonian;10.70;0.708861;0.708865;0.708870;26;0.000004;0.000004;
Mio / Tortonian;10.75;0.708860;0.708864;0.708868;26;0.000004;0.000004;
Mio / Tortonian;10.80;0.708859;0.708863;0.708867;25;0.000004;0.000004;
Mio / Tortonian;10.85;0.708857;0.708862;0.708866;25;0.000004;0.000004;
Mio / Tortonian;10.90;0.708856;0.708860;0.708865;25;0.000004;0.000004;
Mio / Tortonian;10.95;0.708855;0.708859;0.708863;24;0.000004;0.000004;
Mio / Tortonian;11.00;0.708854;0.708858;0.708862;24;0.000004;0.000004;
Mio / Tortonian;11.05;0.708852;0.708857;0.708861;24;0.000004;0.000004;
Mio / Tortonian;11.10;0.708851;0.708855;0.708860;23;0.000004;0.000004;
Mio / Tortonian;11.15;0.708850;0.708854;0.708859;23;0.000004;0.000004;
Mio / Tortonian;11.20;0.708849;0.708853;0.708857;23;0.000004;0.000004;
Mio / Tortonian;11.25;0.708848;0.708852;0.708856;22;0.000004;0.000004;
Mio / Tortonian;11.30;0.708847;0.708851;0.708855;22;0.000004;0.000004;
Mio / Tortonian;11.35;0.708846;0.708850;0.708854;22;0.000004;0.000004;
Mio / Tortonian;11.40;0.708845;0.708849;0.708853;22;0.000004;0.000004;
Mio / Tortonian;11.45;0.708844;0.708848;0.708852;22;0.000004;0.000004;
Mio / Tortonian;11.50;0.708842;0.708847;0.708851;21;0.000004;0.000004;
Mio / Tortonian;11.55;0.708841;0.708846;0.708850;21;0.000004;0.000004;
Mio / Tortonian;11.60;0.708840;0.708844;0.708849;21;0.000004;0.000004;
Mio / Tortonian. 11.63;11.65;0.708839;0.708843;0.708848;21;0.000004;0.000004;
Mio / Serravallian;11.70;0.708838;0.708842;0.708847;20;0.000004;0.000004;
Mio / Serravallian;11.75;0.708837;0.708841;0.708846;20;0.000004;0.000004;
Mio / Serravallian;11.80;0.708836;0.708840;0.708845;19;0.000005;0.000004;
Mio / Serravallian;11.85;0.708835;0.708839;0.708844;19;0.000004;0.000004;
Mio / Serravallian;11.90;0.708834;0.708839;0.708843;18;0.000004;0.000004;
Mio / Serravallian;11.95;0.708833;0.708838;0.708842;18;0.000004;0.000004;
Mio / Serravallian;12.00;0.708832;0.708837;0.708841;17;0.000004;0.000004;
Mio / Serravallian;12.05;0.708832;0.708836;0.708840;17;0.000004;0.000004;
Mio / Serravallian;12.10;0.708831;0.708835;0.708839;17;0.000004;0.000004;
Mio / Serravallian;12.15;0.708830;0.708834;0.708838;16;0.000004;0.000004;
Mio / Serravallian;12.20;0.708829;0.708834;0.708838;16;0.000004;0.000004;
Mio / Serravallian;12.25;0.708829;0.708833;0.708837;16;0.000004;0.000004;
Mio / Serravallian;12.30;0.708828;0.708832;0.708836;16;0.000004;0.000004;
Mio / Serravallian;12.35;0.708827;0.708831;0.708835;17;0.000004;0.000004;
Mio / Serravallian;12.40;0.708826;0.708830;0.708835;17;0.000004;0.000004;
Mio / Serravallian;12.45;0.708825;0.708829;0.708834;17;0.000004;0.000004;
Mio / Serravallian;12.50;0.708824;0.708829;0.708833;17;0.000004;0.000004;
Mio / Serravallian;12.55;0.708824;0.708828;0.708832;18;0.000004;0.000004;
Mio / Serravallian;12.60;0.708823;0.708827;0.708831;18;0.000004;0.000004;
Mio / Serravallian;12.65;0.708822;0.708826;0.708830;19;0.000004;0.000004;
Mio / Serravallian;12.70;0.708821;0.708825;0.708829;19;0.000004;0.000004;
Mio / Serravallian;12.75;0.708820;0.708824;0.708828;20;0.000004;0.000004;
Mio / Serravallian;12.80;0.708819;0.708823;0.708827;20;0.000004;0.000004;
Mio / Serravallian;12.85;0.708818;0.708822;0.708826;20;0.000004;0.000004;
Mio / Serravallian;12.90;0.708817;0.708821;0.708825;19;0.000004;0.000004;
Mio / Serravallian;12.95;0.708816;0.708820;0.708824;18;0.000004;0.000004;
Mio / Serravallian;13.00;0.708815;0.708819;0.708823;18;0.000004;0.000004;
Mio / Serravallian;13.05;0.708814;0.708818;0.708822;17;0.000004;0.000004;
Mio / Serravallian;13.10;0.708813;0.708817;0.708821;17;0.000004;0.000004;
Mio / Serravallian;13.15;0.708812;0.708817;0.708821;16;0.000004;0.000004;
Mio / Serravallian;13.20;0.708812;0.708816;0.708820;16;0.000004;0.000004;
Mio / Serravallian;13.25;0.708811;0.708815;0.708819;15;0.000004;0.000004;
Mio / Serravallian;13.30;0.708810;0.708814;0.708818;15;0.000004;0.000004;
Mio / Serravallian;13.35;0.708809;0.708813;0.708817;15;0.000004;0.000004;
Mio / Serravallian;13.40;0.708809;0.708813;0.708817;14;0.000004;0.000004;
Mio / Serravallian;13.45;0.708808;0.708812;0.708816;14;0.000004;0.000004;
Mio / Serravallian;13.50;0.708807;0.708811;0.708815;13;0.000004;0.000004;
Mio / Serravallian;13.55;0.708807;0.708811;0.708815;11;0.000004;0.000004;
Mio / Serravallian;13.60;0.708806;0.708810;0.708814;10;0.000004;0.000004;
Mio / Serravallian;13.65;0.708805;0.708810;0.708814;9;0.000004;0.000004;
Mio / Serravallian;13.70;0.708805;0.708809;0.708813;8;0.000004;0.000004;
Mio / Serravallian;13.75;0.708805;0.708809;0.708813;7;0.000004;0.000004;
Mio / Serravallian. 13.82;13.80;0.708805;0.708809;0.708813;6;0.000004;0.000004;
Mio / Langhian;13.85;0.708805;0.708809;0.708813;6;0.000004;0.000004;
Mio / Langhian;13.90;0.708804;0.708808;0.708812;7;0.000004;0.000004;
Mio / Langhian;13.95;0.708804;0.708808;0.708812;8;0.000004;0.000004;
Mio / Langhian;14.00;0.708803;0.708808;0.708812;8;0.000004;0.000004;
Mio / Langhian;14.05;0.708803;0.708807;0.708811;9;0.000004;0.000004;
Mio / Langhian;14.10;0.708802;0.708806;0.708810;9;0.000004;0.000004;
Mio / Langhian;14.15;0.708802;0.708806;0.708810;9;0.000004;0.000004;
Mio / Langhian;14.20;0.708801;0.708805;0.708810;9;0.000004;0.000004;
Mio / Langhian;14.25;0.708801;0.708805;0.708809;10;0.000004;0.000004;
Mio / Langhian;14.30;0.708801;0.708805;0.708809;10;0.000004;0.000004;
Mio / Langhian;14.35;0.708800;0.708804;0.708808;12;0.000004;0.000004;
Mio / Langhian;14.40;0.708800;0.708804;0.708808;14;0.000004;0.000004;
Mio / Langhian;14.45;0.708799;0.708803;0.708807;16;0.000004;0.000004;
Mio / Langhian;14.50;0.708798;0.708802;0.708807;19;0.000004;0.000004;
Mio / Langhian;14.55;0.708797;0.708801;0.708806;22;0.000004;0.000004;
Mio / Langhian;14.60;0.708796;0.708800;0.708804;25;0.000004;0.000004;
Mio / Langhian;14.65;0.708794;0.708799;0.708803;27;0.000004;0.000004;
Mio / Langhian;14.70;0.708793;0.708797;0.708801;30;0.000004;0.000004;
Mio / Langhian;14.75;0.708791;0.708795;0.708800;33;0.000004;0.000004;
Mio / Langhian;14.80;0.708790;0.708794;0.708798;34;0.000004;0.000004;
Mio / Langhian;14.85;0.708788;0.708792;0.708796;36;0.000004;0.000004;
Mio / Langhian;14.90;0.708786;0.708790;0.708794;38;0.000004;0.000004;
Mio / Langhian;14.95;0.708784;0.708788;0.708792;40;0.000004;0.000004;
Mio / Langhian;15.00;0.708782;0.708786;0.708790;43;0.000004;0.000004;
Mio / Langhian;15.05;0.708780;0.708784;0.708788;45;0.000004;0.000004;
Mio / Langhian;15.10;0.708778;0.708782;0.708786;47;0.000004;0.000004;
Mio / Langhian;15.15;0.708775;0.708779;0.708784;50;0.000004;0.000004;
Mio / Langhian;15.20;0.708773;0.708777;0.708781;54;0.000004;0.000004;
Mio / Langhian;15.25;0.708770;0.708774;0.708778;56;0.000004;0.000004;
Mio / Langhian;15.30;0.708767;0.708771;0.708775;59;0.000004;0.000004;
Mio / Langhian;15.35;0.708764;0.708768;0.708772;62;0.000004;0.000004;
Mio / Langhian;15.40;0.708761;0.708765;0.708769;64;0.000004;0.000004;
Mio / Langhian;15.45;0.708758;0.708762;0.708765;65;0.000004;0.000004;
Mio / Langhian;15.50;0.708754;0.708758;0.708762;67;0.000004;0.000004;
Mio / Langhian;15.55;0.708751;0.708755;0.708759;67;0.000004;0.000004;
Mio / Langhian;15.60;0.708747;0.708751;0.708755;66;0.000004;0.000004;
Mio / Langhian;15.65;0.708744;0.708748;0.708752;67;0.000004;0.000004;
Mio / Langhian;15.70;0.708741;0.708745;0.708749;67;0.000004;0.000004;
Mio / Langhian;15.75;0.708737;0.708741;0.708745;67;0.000004;0.000004;
Mio / Langhian;15.80;0.708734;0.708738;0.708742;68;0.000004;0.000004;
Mio / Langhian;15.85;0.708731;0.708735;0.708739;69;0.000004;0.000004;
Mio / Langhian;15.90;0.708727;0.708731;0.708735;69;0.000004;0.000004;
Mio / Langhian. 15.97;15.95;0.708724;0.708728;0.708732;71;0.000004;0.000004;
Mio / Burdigalian;16.00;0.708720;0.708724;0.708728;71;0.000004;0.000004;
Mio / Burdigalian;16.05;0.708716;0.708720;0.708725;72;0.000004;0.000004;
Mio / Burdigalian;16.10;0.708713;0.708717;0.708721;72;0.000004;0.000004;
Mio / Burdigalian;16.15;0.708709;0.708713;0.708717;71;0.000004;0.000004;
Mio / Burdigalian;16.20;0.708705;0.708710;0.708714;71;0.000004;0.000004;
Mio / Burdigalian;16.25;0.708702;0.708706;0.708711;70;0.000004;0.000004;
Mio / Burdigalian;16.30;0.708698;0.708703;0.708707;70;0.000004;0.000004;
Mio / Burdigalian;16.35;0.708695;0.708699;0.708704;70;0.000004;0.000004;
Mio / Burdigalian;16.40;0.708692;0.708696;0.708700;70;0.000004;0.000004;
Mio / Burdigalian;16.45;0.708688;0.708692;0.708697;70;0.000004;0.000004;
Mio / Burdigalian;16.50;0.708685;0.708689;0.708693;71;0.000004;0.000004;
Mio / Burdigalian;16.55;0.708681;0.708685;0.708690;71;0.000004;0.000004;
Mio / Burdigalian;16.60;0.708678;0.708682;0.708686;71;0.000004;0.000004;
Mio / Burdigalian;16.65;0.708674;0.708678;0.708682;72;0.000004;0.000004;
Mio / Burdigalian;16.70;0.708670;0.708675;0.708679;72;0.000004;0.000004;
Mio / Burdigalian;16.75;0.708667;0.708671;0.708675;73;0.000004;0.000004;
Mio / Burdigalian;16.80;0.708663;0.708667;0.708671;73;0.000004;0.000004;
Mio / Burdigalian;16.85;0.708660;0.708664;0.708668;73;0.000004;0.000004;
Mio / Burdigalian;16.90;0.708656;0.708660;0.708664;74;0.000004;0.000004;
Mio / Burdigalian;16.95;0.708652;0.708656;0.708660;74;0.000004;0.000004;
Mio / Burdigalian;17.00;0.708648;0.708652;0.708657;75;0.000004;0.000004;
Mio / Burdigalian;17.05;0.708645;0.708649;0.708653;75;0.000004;0.000004;
