diversity extinction origination
diversity NA 0.431568431568432 0.051948051948052
extinction 0.155844155844156 NA 0.035964035964036
origination 0.00899100899100899 0.166833166833167 NA
temperature 0.288711288711289 0.201798201798202 0.178821178821179
carbon 0.037962037962038 0.41958041958042 0.108891108891109
strontium 0.346653346653347 0.300699300699301 0.031968031968032
sulfur 0.248751248751249 0.593406593406593 0.637362637362637
