diversity extinction origination
diversity NA 0.0641001528854994 -0.124556569525297
extinction 0.177049969337162 NA 0.26717055846341
origination 0.501973446016272 0.144517396015312 NA
temperature 0.473351056569782 0.0178308628536299 -0.00574429330820398
carbon 0.245084337207146 -0.0107929569222176 0.234781269707859
strontium 0.315625183126333 0.0681681266617548 0.331209674188333
sulfur 0.352607913300987 -0.135913464818547 -0.198837710579011
