"stage","diversity","extinction","origination","temperature","carbon","strontium","sulfur"
15,-0.0785441119457867,0.569577228848034,NA,2.49748006293343,-1.11931809835384,2.50190054803665,2.50190054803665
16,-0.695456686003739,-0.726391527606022,0.0636095183194622,-0.952285234294801,1.18695978940324,-0.471988494178833,-1.24881445394527
17,0.695456686003739,1.70568275823188,2.49748006293343,-1.00347044660468,0.611426148419827,-0.777725816603975,-1.18324262867333
18,0.735970519871229,0.191867163017695,0.532599419799408,-1.11462489567509,-0.569924617317667,-2.08377242783852,-0.912141143866781
19,0.507358823245198,1.86029695711631,0.191867163017695,-0.903473122441578,0.450740779986512,-1.86586045780438,1.12238372932252
20,-0.543373508423025,1.39226970282426,-0.391115327052378,-0.0954946411398086,2.04061059581698,-0.0785441119457867,1.32022459015421
21,-2.08377242783852,-2.07865462294949,-1.17571693619076,0.191867163017695,-1.81888345886034,0.369119520005102,1.01168651942506
22,-1.18324262867333,-0.159589551343704,1.39226970282426,0.646003211334761,1.11931809835384,0.507358823245198,0.960727521661595
23,-0.110070290648509,0.952285234294801,0.257061036377101,0.952285234294801,-0.412468478554234,0.960727521661595,0.471988494178833
24,-1.12238372932252,-1.17571693619076,-0.425654417017409,1.00347044660468,1.26049429985268,0.617633489603576,-1.39905852341306
25,-0.865611422381171,-1.39226970282426,-1.48113818949273,0.726391527606022,-0.941733735472724,0.335728760100744,0.656049951972932
26,-0.580104855827212,-0.0954946411398086,-0.0954946411398086,0.425654417017409,-1.53696493462202,0.437197228537111,0.141705907435346
27,-0.960727521661595,-1.00347044660468,-1.58348540118736,0.257061036377101,2.46468561780177,0.302707046292047,-0.437197228537112
28,-0.369119520005102,0.323363512456002,-0.323363512456002,0.357035198177453,-0.838221807763902,0.27001115276271,-1.01168651942506
29,0.0156933815768495,-0.607348167332037,1.11462489567509,0.685645240471634,-1.34152914461833,-0.912141143866781,-1.58972140520534
30,0.777725816603975,-0.460707261032056,0.726391527606022,0.496333680055257,-0.2286827941986,-1.39905852341306,-1.71160519996957
31,1.06540836687601,1.24152676483087,0.685645240471634,-0.257061036377101,-0.193021083455557,-1.58972140520534,-1.86586045780438
32,0.437197228537111,1.11462489567509,-0.811757767279639,-0.191867163017695,0.26463672783888,-1.24881445394527,0.173483540356509
33,-0.656049951972932,1.05741979393143,-0.856717451312103,0.127476839800308,0.2286827941986,0.0156933815768495,1.48765989770035
34,-1.06540836687601,0.685645240471634,-0.685645240471634,1.48113818949273,0.0174402959277345,0.865611422381171,1.86586045780438
35,-0.402925672856994,1.58348540118736,1.48113818949273,0.532599419799408,-0.611426148419827,1.12238372932252,-0.141705907435346
36,-0.0470955642888704,0.391115327052378,1.70568275823188,-1.48113818949273,0.697798805714278,-0.335728760100744,-2.08377242783852
37,-0.302707046292047,0.856717451312103,1.24152676483087,-1.17571693619076,-1.05642753358698,-2.50190054803665,-2.50190054803665
38,-0.205436782816319,-0.0317887318039248,-1.31318166648257,-1.86029695711631,-0.742969022438019,2.08377242783852,-0.735970519871229
