,Diversity to Extinction rate,Diversity to Origination rate,Diversity to Temperature,Diversity to δ13C,Diversity to 86Sr/87Sr,Diversity to δ34S,Extinction rate to Diversity,Extinction rate to Origination rate,Extinction rate to Temperature,Extinction rate to δ13C,Extinction rate to 86Sr/87Sr,Extinction rate to δ34S,Origination rate to Diversity,Origination rate to Extinction rate,Origination rate to Temperature,Origination rate to δ13C,Origination rate to 86Sr/87Sr,Origination rate to δ34S,Temperature to Diversity,Temperature to Extinction rate,Temperature to Origination rate,Temperature to δ13C,Temperature to 86Sr/87Sr,Temperature to δ34S,δ13C to Diversity,δ13C to Extinction rate,δ13C to Origination rate,δ13C to Temperature,δ13C to 86Sr/87Sr,δ13C to δ34S,86Sr/87Sr to Diversity,86Sr/87Sr to Extinction rate,86Sr/87Sr to Origination rate,86Sr/87Sr to Temperature,86Sr/87Sr to δ13C,86Sr/87Sr to δ34S,δ34S to Diversity,δ34S to Extinction rate,δ34S to Origination rate,δ34S to Temperature,δ34S to δ13C,δ34S to 86Sr/87Sr
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.002282491302256807,0.3197479522592509,0.09382780768254409,0.0001746808008761971,0.031707103347735126,0.12021997933191642,-0.46611707912387573,0.23423883395684592,-0.07529207183932313,0.004577471356019369,-0.1108170296832397,0.045190711625547574,-0.09037987897995714,-0.011641488258605332,0.031646664146654215,0.005475473396545913,-0.060401486121220586,-0.034416795121634994,-0.20276617750451217,0.024836542299848094,-0.05408754772913201,-0.11607773682847285,0.034580006158170765,-0.06967072119084076,0.06356302110418716,0.21602705504778838,0.19877303321180098,-0.11992681823412163,-0.007968361750910948,0.0006782347024837214,0.021322895398457276,0.009024172134295256,0.02214938090767113,-0.08565071050373702,0.11287790565795958,-0.18863418257206363,-0.0786230360880652,0.05564675122729724,-0.06598915748486173,0.026844436564513473,-0.07934954082016447,-0.13750705289801426
2,,-0.23178462151606327,-0.02195965222839836,-0.08971194835797468,-0.029024591413789838,-0.020082313462733883,,-0.3197601040520239,0.035869601507928936,-0.006149752880522174,0.023948095524305553,-0.13450594703786584,-0.19618104200966435,0.3118138806417638,0.032239497007568396,-0.021262458304073514,0.04240577880477776,-0.045556951295841315,0.0633361918146227,0.05559297363052637,-0.3008683174907045,-0.01633169075470209,-0.0038480096073716698,-0.11055820132159126,-0.038684143324551466,-0.02052849160040978,0.10376197350745643,0.034452919459817724,-0.029356036837177538,-0.02026364019089807,-0.016083873703110752,-0.08384541810679845,-0.0599346195280792,0.05178107599134957,-0.1020340601866152,0.2917738384928725,0.29225911360323287,0.00110811303815224,0.30273205556487887,0.18935558631811597,0.14616368672170782,0.31275627398097017
3,,,0.10225457361192211,0.024250449267226,,-0.05443259269184673,,,-0.034282357558319716,0.019975230264399672,,-0.08300059976130579,,,-0.06598814514004424,0.00724029868103113,,-0.06972535758487301,-0.14894450887699853,-0.16119488096978146,0.3662263845140486,0.04034978985613616,-0.1564886569739556,0.38015102730511907,0.02480397427094295,0.04824257308215767,-0.005827028766863787,0.03423741820919661,0.04517700251254846,-0.055958506861039765,,,,-0.052461841980253686,0.0499251233801311,-0.1449963333931876,-0.3480744678109991,-0.08725560749055442,-0.3526930315651413,-0.10440413368254922,-0.1749543934268458,-0.1105016289286651
4,,,0.0853886281006024,-0.1841612797825659,,0.0020790713536728636,,,-0.08737852012078998,-0.027540684390101603,,-0.039706429346871665,,,0.009709123879309719,-0.06587912611308887,,-0.043905077013591726,0.29198975954910356,0.21376297294041466,-0.09718632458324004,0.06444333153524161,-0.03457409784499224,-0.25633011800920874,0.0018384763165796593,0.00216670545781098,0.01650817852049181,-0.011292642538544003,0.06579633104125597,-0.1138072430918692,,,,0.032392271879872425,-0.052379358910483655,-0.025258707873879096,0.4080129314536981,0.24479149015705198,0.44651342843678626,0.0427454514761047,-0.05289059080092465,0.00992647105973531
5,,,0.09999242344630581,,,-0.16381491247815136,,,,0.2063755757939663,,0.0684011365176636,,,,,,0.019036009392042034,-0.35726242896997934,,,-0.015095903246580914,,,,0.11222905322249412,,-0.1388587901611452,,-0.023048890846895622,,,,,,,-0.6770381989413946,-0.5686346055769971,-0.5507527851652207,,0.05600310227737169,
6,,,,,,-0.07938109145890293,,,,,,0.10142194753362925,,,,,,-0.00393319798182341,,,,,,,,,,,,-0.036204710759820756,,,,,,,0.6535876021812463,0.6347524151521543,0.2712240656578559,,0.1396569512652582,
7,,,,,,-0.08360808222209153,,,,,,0.04477069069368639,,,,,,,,,,,,,,,,,,,,,,,,,-0.3942934334811157,-0.31246364871608984,,,,
8,,,,,,0.010674064795316239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2642397202048468,,,,,
9,,,,,,-0.08374653796916655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37000037918605777,,,,,
10,,,,,,0.1547378631196483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.347506208533782,,,,,
mean,0.002282491302256807,0.043981665371593814,0.07190075612259521,-0.0623620245181096,0.0013412559669726438,-0.019735455168233915,-0.46611707912387573,-0.04276063504758898,-0.04027083700262597,0.03944756802875231,-0.043434467079467076,0.00036735860349764685,-0.14328046049481075,0.15008619619157923,0.0019017849733720211,-0.018606453084896335,-0.008997853658221412,-0.0297502282676204,-0.07072943279755275,0.03324940197525192,-0.021478951322256978,-0.008542441887675615,-0.040082689567037186,-0.014102003304130424,0.012880332091789574,0.07162737904196828,0.07830403911822136,-0.0402775826529593,0.018412233741428988,-0.041434126174673284,0.0026195108476732617,-0.0374106229862516,-0.018892619310204035,-0.013484801153192179,0.0020974024852479546,-0.016778846336564464,0.009757606046917378,-0.004579298886997937,0.008505762574049539,0.03863533516904623,0.005771535869400463,0.01866851580350653
std,0.0,0.2757662868876571,0.04729268557742187,0.08215174533202524,0.030365847380762482,0.09226413698217534,0.0,0.2769994690044349,0.04816339107891728,0.08488415281155082,0.06738256260377262,0.08068310789325132,0.052900581514853606,0.16172768445018457,0.04023410170520678,0.029537068824029247,0.05140363246299917,0.029202214767060322,0.22591647225190795,0.1331951011438066,0.24247101491191353,0.062265292673738225,0.07153349564266223,0.23796091708603684,0.03705308999350415,0.08528083160387796,0.08071191041566349,0.0748859335995574,0.03853358605454596,0.03659651569413996,0.018703384550784012,0.04643479512054685,0.041042000217875164,0.05720897817115998,0.08421830237476162,0.1879166357370188,0.41794539277805026,0.35744667707238126,0.3642858124326991,0.10408266198285035,0.11797399082193546,0.1786335406674248
