"stage","diversity","extinction","origination","temperature","carbon","strontium","sulfur"
452,NA,-1.61568327774464,NA,NA,NA,NA,NA
453,2.04600225683171,1.26909445090368,1.47990562449135,NA,-1.3669288807369,NA,NA
454,-0.930879553737651,0.196666166215879,0.480654138926341,-2.63561923165091,-1.79005209874185,0.230145582221944,0.893934070363317
455,-0.217681037854454,-0.839643553958285,0.527353916207892,-2.23750577692719,-1.26909445090368,0.187750232425254,-0.0207409815748631
456,2.25031766788276,-1.18207533003918,1.06618130906565,-2.03220336924757,-0.412480749524697,-0.187750232425254,1.6925445017911
457,1.47990562449135,0.0514459359033556,1.79005209874185,-1.12130890073825,0.810752827866303,-0.694915304670959,2.64407394611514
458,1.06618130906565,0.963053849608075,1.0305895791115,-0.053193399922886,1.0305895791115,-0.776429046700207,1.47562340940714
459,0.346170047879661,0.701304265495095,0.196666166215879,0.702221038373353,0.599664834407934,1.47562340940714,0.382410217708474
460,0.0926942167011122,-0.346170047879661,-0.196666166215879,1.52734014945914,0.480654138926341,2.64407394611514,-1.13671387741819
461,-0.72784145039649,1.42115557569545,0.368091058107885,2.63561923165091,0.0308588674161762,2.04260188870509,-0.863449465145795
462,-0.368091058107885,0.39019000380495,1.3669288807369,-0.138680008690798,-0.996254940385221,-0.721551808135828,-0.833745178081019
463,1.14173829884236,1.47990562449135,-0.0102848414027487,2.23750577692719,-1.18207533003918,-1.61164703309575,-1.21960527230908
464,-1.90257218768861,0.624461402557345,0.810752827866303,1.40329198877771,-1.06618130906565,-1.1771508143931,-0.668761901759888
465,0.0102848414027485,1.18207533003918,-2.25031766788276,-1.77480837947067,-0.32441378121151,-1.54008378041756,-1.6925445017911
466,-1.47990562449135,-0.32441378121151,1.18207533003918,-1.59929228524246,0.0102848414027485,-1.36242116733682,0.592870056902393
467,1.26909445090368,0.368091058107885,0.869251066916807,-0.291162047280246,0.412480749524697,-0.863449465145795,1.78629714978124
468,1.42115557569545,0.810752827866303,1.54424624266084,0.648810125834828,0.175737605213094,0.124759144777788,0.166682869490563
469,-0.963053849608075,-0.368091058107885,-0.869251066916808,0.845635896746672,-0.0720547847786659,0.776429046700207,1.13671387741819
470,2.64684102218694,0.457696915721386,2.25031766788276,1.12130890073825,-0.113373125671012,0.382410217708474,1.89898087851408
471,0.196666166215879,-1.31644030861136,0.839643553958285,1.00895534171247,-0.0926942167011123,-0.520243560516858,1.54008378041756
472,1.3669288807369,-0.39019000380495,0.624461402557345,0.622790760187475,0.113373125671012,-0.124759144777788,1.1771508143931
473,0.899639114595059,0.869251066916807,0.39019000380495,0.786341542173843,0.281345678950397,0.0414908701949853,0.617769522296859
