diversity extinction origination
diversity NA 0.000999000999000999 0.000999000999000999
extinction 0.000999000999000999 NA 0.0909090909090909
origination 0.000999000999000999 0.000999000999000999 NA
temperature 0.0789210789210789 0.181818181818182 0.02997002997003
carbon 0.0979020979020979 0.014985014985015 0.223776223776224
strontium 0.165834165834166 0.018981018981019 0.051948051948052
sulfur 0.03996003996004 0.121878121878122 0.274725274725275
